
Grupe de varsta a sotului , Grupa de varsta a sotiei pentru casatorii, Ani, UM: Numar persoane, Valoare
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar persoane, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2009, Numar persoane, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2010, Numar persoane, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2011, Numar persoane, 1
Varsta sotului 30-34 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar persoane, 1
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar persoane, 243
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar persoane, 218
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar persoane, 228
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar persoane, 261
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar persoane, 290
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar persoane, 260
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar persoane, 230
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar persoane, 221
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar persoane, 182
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar persoane, 176
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar persoane, 192
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar persoane, 140
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar persoane, 146
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar persoane, 166
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar persoane, 240
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar persoane, 271
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar persoane, 337
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar persoane, 314
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar persoane, 205
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar persoane, 169
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar persoane, 117
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2011, Numar persoane, 114
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2012, Numar persoane, 119
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar persoane, 144
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2014, Numar persoane, 138
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar persoane, 152
Varsta sotului 35-39 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar persoane, 171
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar persoane, 1367
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar persoane, 1353
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar persoane, 1407
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar persoane, 1267
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar persoane, 1235
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar persoane, 1263
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar persoane, 1195
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar persoane, 1069
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar persoane, 1043
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar persoane, 1001
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar persoane, 969
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar persoane, 943
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar persoane, 948
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar persoane, 1179
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar persoane, 1485
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar persoane, 1382
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar persoane, 1342
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar persoane, 1608
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar persoane, 1353
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar persoane, 1323
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar persoane, 1264
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar persoane, 1117
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar persoane, 1191
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar persoane, 1156
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar persoane, 1178
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar persoane, 1162
Varsta sotului 35-39 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar persoane, 1154
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar persoane, 1807
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar persoane, 1589
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar persoane, 1611
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar persoane, 1860
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar persoane, 2185
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar persoane, 2490
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar persoane, 2499
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar persoane, 2433
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar persoane, 2070
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar persoane, 1776
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar persoane, 1774
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar persoane, 1750
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar persoane, 1883
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar persoane, 2596
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar persoane, 3353
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar persoane, 3432
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar persoane, 3619
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar persoane, 4535
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar persoane, 3333
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar persoane, 2885
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar persoane, 2677
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar persoane, 2514
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar persoane, 2986
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar persoane, 3238
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar persoane, 3764
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar persoane, 4079
Varsta sotului 35-39 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar persoane, 4412
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar persoane, 2464
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar persoane, 2135
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar persoane, 1984
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar persoane, 1738
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar persoane, 1779
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar persoane, 1879
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar persoane, 1670
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar persoane, 1679
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar persoane, 2030
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar persoane, 2054
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar persoane, 2236
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar persoane, 2149
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar persoane, 2401
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar persoane, 2770
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar persoane, 3728
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar persoane, 3941
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar persoane, 4319
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar persoane, 6698
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar persoane, 4611
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar persoane, 4011
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar persoane, 3594
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar persoane, 3567
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar persoane, 3716
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar persoane, 3969
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar persoane, 4542
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar persoane, 4993
Varsta sotului 35-39 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar persoane, 5408
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar persoane, 1747
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar persoane, 1550
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar persoane, 1496
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar persoane, 1425
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar persoane, 1384
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 1402
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 1246
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 1118
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 1071
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 903
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 855
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 747
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 900
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 1473
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 2311
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 2782
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 3089
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 4396
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 2917
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 2426
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 2196
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 2200
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 2455
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 2641
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 3205
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 3561
Varsta sotului 35-39 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 4025
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 553
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 480
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 526
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 475
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 501
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 541
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 522
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 477
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar persoane, 433
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar persoane, 352
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar persoane, 326
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar persoane, 307
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar persoane, 325
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar persoane, 351
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar persoane, 472
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar persoane, 501
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar persoane, 578
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar persoane, 803
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar persoane, 897
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar persoane, 793
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar persoane, 671
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar persoane, 657
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar persoane, 720
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar persoane, 763
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar persoane, 793
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar persoane, 938
Varsta sotului 35-39 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar persoane, 1151
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar persoane, 151
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar persoane, 131
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar persoane, 111
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar persoane, 120
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar persoane, 126
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar persoane, 143
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar persoane, 128
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar persoane, 129
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar persoane, 143
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar persoane, 97
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar persoane, 109
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar persoane, 118
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar persoane, 96
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar persoane, 116
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar persoane, 149
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar persoane, 173
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar persoane, 171
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar persoane, 229
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2008, Numar persoane, 171
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar persoane, 130
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar persoane, 111
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar persoane, 107
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar persoane, 107
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar persoane, 156
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar persoane, 245
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar persoane, 267
Varsta sotului 35-39 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar persoane, 309
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar persoane, 44
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar persoane, 41
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar persoane, 35
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar persoane, 33
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar persoane, 29
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar persoane, 30
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar persoane, 26
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar persoane, 20
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1998, Numar persoane, 22
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar persoane, 15
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar persoane, 24
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2001, Numar persoane, 20
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar persoane, 24
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar persoane, 23
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar persoane, 41
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar persoane, 38
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar persoane, 40
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar persoane, 68
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar persoane, 29
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2009, Numar persoane, 28
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar persoane, 23
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2011, Numar persoane, 22
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar persoane, 25
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2013, Numar persoane, 29
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar persoane, 33
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar persoane, 36
Varsta sotului 35-39 ani, Varsta sotiei 50-54 ani, Anul 2016, Numar persoane, 34
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar persoane, 14
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1991, Numar persoane, 2
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1992, Numar persoane, 9
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar persoane, 13
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar persoane, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar persoane, 5
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar persoane, 9
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1997, Numar persoane, 6
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1998, Numar persoane, 6
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 1999, Numar persoane, 5
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2000, Numar persoane, 7
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar persoane, 3
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar persoane, 8
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar persoane, 11
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar persoane, 10
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar persoane, 7
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar persoane, 15
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2007, Numar persoane, 11
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2008, Numar persoane, 10
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2009, Numar persoane, 7
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2010, Numar persoane, 9
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2011, Numar persoane, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2012, Numar persoane, 8
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar persoane, 5
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2014, Numar persoane, 4
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2015, Numar persoane, 8
Varsta sotului 35-39 ani, Varsta sotiei 55-59 ani, Anul 2016, Numar persoane, 5
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar persoane, 5
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1991, Numar persoane, 3
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar persoane, 2
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar persoane, 4
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1994, Numar persoane, 9
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1995, Numar persoane, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1996, Numar persoane, 1
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1998, Numar persoane, 3
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar persoane, 2
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2000, Numar persoane, 2
Varsta sotului 35-39 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar persoane, 2
