Sorszám,Neme?,Életkora,Városban lakik?,A legmagasabb iskolai végzettsége,Hányan élnek egy háztartásban?,"Hogy érzi, mennyire boldog? A jelenlegi élethelyzetében a létra melyik fokán áll?",Hogyan érzékeli a szakmai pályafutását? Jelenleg melyik fokon áll karrier szempontjából?,Hogyan érzékeli az egészségi állapotát? Jelenleg  melyik fokon áll egészségileg?,Milyeneknek érzi a baráti kapcsolatait? Jelenleg  melyik fokon áll az emberi kapcsolatokban?,"Milyennek érzékeli a természeti környezetet, amely körülveszi? Jelenleg  melyik fokon áll a környezetével kapcsolatokban?",Megfelelő kikapcsolódási és szórakozási lehetőségei vannak? Jelenleg  melyik fokon áll a kikapcsolódás és szórakozás terén?,Vallásos-e ön?,Hogyan látja a jövőt? A boldogságát tekintve melyik fokon fog állni 5 év múlva?,Hogyan érzékeli az anyagi helyzetét? Jelenleg  melyik fokon áll anyagilag?,Milyeneknek érzi a családi kapcsolatait? Jelenleg  melyik fokon áll a családi kapcsolatokban?,Egy főre jutó nettó jövedelem a háztartásban,Munkaviszonya,Végez hetente legalább 3-szor legkevesebb 30 perc testmozgást?,"Milyen lesz a természeti környezet, amely körülveszi? 5 év múlva melyik fokon fog állni a környezetével kapcsolatokban?",Milyen a spiritualitással való kapcsolata? Jelenleg a létra melyik fokán áll a spiritualitás terén?,"Ha bajba kerül vagy problémája adódik, van-e valaki a családjában vagy a közvetlen környezetében, akinek a segítségére vagy támogatására számíthat?","Melyik székely szék településén van állandó lakhelye? (Az, ahol valóban lakik, nem az, amit a személyazonossági igazolványa ír.)","Szokott-e pénzzel vagy önkéntes munkával segíteni rászorulóknak, esetleg a rászorulókat támogató szervezeteknek? ",Adományozott-e pénzt (bármilyen csekély összeget) az elmúlt hónapban?,"Leggyakrabban (nem a jelen pillanatban) milyen a kedélyállapota? Ha az előző szakaszban említett létrán 0 a mély depresszió és 10 a maximális eufória, akkor jelenleg a létra melyik fokán áll általános kedélyállapotát tekintve?","Az ön közvetlen családjában (szülők, testvérek, házastárs, vagy gyermek) volt-e öngyilkossági kísérlet?","Önnek, személy szerint volt-e öngyilkossági kísérlete?","Úgy érzi, hogy van elég választási szabadsága, amikor fontos élethelyzetekben kell döntenie?",Korruptnak tartja-e a kormányzatot?,Korruptnak tartja-e a székelyföldi politikusokat?,Korruptnak tartja-e a székelyföldi üzletembereket? A helyi gazdasági életben csak korrupcióval lehet érvényesülni?,,
378,nő,25-34,Nem,felsőfokú,3,7,8,4,8,10,6,"valamennyire igen, évente többször járok templomba",5,1,10,999 RON alatt,Alkalmazott,nem,9,6,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,4,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
379,nő,35-44,Nem,középiskola,3,8,8,8,7,8,6,"valamennyire igen, évente többször járok templomba",9,6,9,999 RON alatt,Alkalmazott,igen,8,6,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
380,nő,25-34,Nem,felsőfokú,4,9,7,9,9,8,8,"valamennyire igen, évente többször járok templomba",10,7,9,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,nem,9,8,Igen,Kézdiszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
381,férfi,25-34,Nem,elemi,3,4,8,4,8,10,7,"valamennyire igen, évente többször járok templomba",3,1,9,999 RON alatt,Alkalmazott,nem,9,6,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,4,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
382,férfi,35-44,Igen,középiskola,4,6,7,10,10,7,8,"valamennyire igen, évente többször járok templomba",8,5,10,999 RON alatt,Alkalmazott,igen,5,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
383,férfi,55-64,Igen,felsőfokú,2,8,9,4,7,7,7,"valamennyire igen, évente többször járok templomba",8,7,9,3000 RON fölött,Vállalkozó / cégtulajdonos,igen,7,7,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
384,férfi,45-54,Nem,középiskola,3,10,6,8,9,9,8,"valamennyire igen, de nem járok templomba",9,5,10,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,9,6,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
385,férfi,65-74,Igen,középiskola,2,4,6,8,8,5,4,"valamennyire igen, évente többször járok templomba",4,3,10,999 RON alatt,Nyugdíjas,igen,5,3,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Igen,Nem,Igen,Igen!,Nem!,Nem!,,
386,férfi,25-34,Nem,felsőfokú,2,7,7,9,9,8,7,"valamennyire igen, évente többször járok templomba",9,6,8,1000 - 1999 RON között,Alkalmazott,igen,8,10,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
387,nő,25-34,Igen,felsőfokú,2,5,5,7,5,5,5,"valamennyire igen, de nem járok templomba",5,5,6,1000 - 1999 RON között,Alkalmazott,igen,4,7,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
388,nő,25-34,Igen,felsőfokú,2,6,6,5,8,7,8,"valamennyire igen, évente többször járok templomba",7,5,9,999 RON alatt,Alkalmazott,,5,4,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
389,nő,55-64,Nem,felsőfokú,3,4,3,5,4,3,1,"valamennyire igen, évente többször járok templomba",4,4,3,1000 - 1999 RON között,Alkalmazott,igen,3,7,Igen,Gyergyószék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,5,Nem,Nem,Nem,Igen!,Nem!,Igen!,,
390,nő,35-44,Igen,felsőfokú,5 vagy több,7,8,7,8,9,3,"valamennyire igen, évente többször járok templomba",9,7,8,1000 - 1999 RON között,Alkalmazott,,9,9,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
391,férfi,45-54,Igen,középiskola,2,10,9,8,7,7,8,"igen, heti rendszerességgel járok templomba",10,8,9,1000 - 1999 RON között,Alkalmazott,igen,7,8,Igen,Marosszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
392,nő,15-24,Igen,középiskola,5 vagy több,8,7,7,9,7,8,"igen, heti rendszerességgel járok templomba",9,7,6,1000 - 1999 RON között,Tanuló / diák,igen,7,9,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
393,nő,35-44,Nem,felsőfokú,5 vagy több,9,7,10,8,9,8,"igen, heti rendszerességgel járok templomba",10,8,9,1000 - 1999 RON között,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,9,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
394,férfi,35-44,Igen,felsőfokú,4,8,8,10,8,10,7,"valamennyire igen, de nem járok templomba",10,8,9,1000 - 1999 RON között,Alkalmazott,nem,9,8,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Nem,8,Igen,Nem,Igen,Igen!,Igen!,Nem!,,
395,nő,25-34,Igen,felsőfokú,2,7,9,10,10,10,10,"valamennyire igen, évente többször járok templomba",10,3,5,1000 - 1999 RON között,Alkalmazott,nem,9,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
396,férfi,35-44,Igen,felsőfokú,2,7,8,7,8,8,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,7,7,3000 RON fölött,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
397,férfi,35-44,Nem,középiskola,4,4,3,5,5,5,3,"valamennyire igen, évente többször járok templomba",7,2,5,999 RON alatt,Alkalmazott,igen,7,4,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,6,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
398,nő,25-34,Igen,felsőfokú,3,6,5,9,6,7,4,"valamennyire igen, de nem járok templomba",8,5,4,999 RON alatt,Alkalmazott,nem,7,8,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,6,Nem,Igen,Igen,Igen!,Igen!,Igen!,,
399,férfi,65-74,Nem,középiskola,2,5,4,6,8,8,5,"igen, heti rendszerességgel járok templomba",5,4,9,1000 - 1999 RON között,Nyugdíjas,igen,8,6,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
400,nő,45-54,Igen,felsőfokú,3,8,8,10,6,9,7,"valamennyire igen, de nem járok templomba",9,7,8,3000 RON fölött,Alkalmazott,igen,9,7,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
401,nő,25-34,Igen,felsőfokú,2,6,6,7,9,7,7,"igen, heti rendszerességgel járok templomba",7,5,8,1000 - 1999 RON között,Alkalmazott,nem,7,6,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,6,Igen,Nem,Igen,Igen!,Igen!,Nem!,,
402,férfi,35-44,Nem,felsőfokú,3,8,9,9,9,8,7,"igen, heti rendszerességgel járok templomba",8,7,9,1000 - 1999 RON között,Alkalmazott,nem,7,7,Nem,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
403,nő,35-44,Igen,felsőfokú,2,8,0,4,5,7,4,"valamennyire igen, de nem járok templomba",0,8,8,2000 - 2999 RON között,Nyugdíjas,igen,7,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
404,férfi,45-54,Igen,felsőfokú,3,8,9,8,9,10,7,"igen, heti rendszerességgel járok templomba",8,7,9,1000 - 1999 RON között,Alkalmazott,igen,8,9,Igen,Csíkszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,9,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
405,nő,25-34,Nem,felsőfokú,3,8,5,9,9,6,5,"valamennyire igen, évente többször járok templomba",5,5,10,1000 - 1999 RON között,Alkalmazott,igen,4,7,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,5,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
406,férfi,25-34,Nem,felsőfokú,4,5,8,7,10,8,9,"valamennyire igen, évente többször járok templomba",10,8,7,2000 - 2999 RON között,Alkalmazott,igen,8,8,Igen,Kézdiszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
407,nő,35-44,Igen,felsőfokú,3,8,7,10,5,9,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,6,4,1000 - 1999 RON között,Alkalmazott,igen,9,8,Nem,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
408,nő,35-44,Igen,felsőfokú,2,7,9,8,7,10,10,"valamennyire igen, de nem járok templomba",9,7,10,1000 - 1999 RON között,Alkalmazott,nem,9,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
409,nő,25-34,Igen,felsőfokú,3,8,8,10,8,8,9,"valamennyire igen, évente többször járok templomba",9,4,9,999 RON alatt,Alkalmazott,nem,9,6,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
410,nő,25-34,Igen,felsőfokú,2,7,5,6,8,6,6,"igen, heti rendszerességgel járok templomba",7,5,8,1000 - 1999 RON között,Alkalmazott,nem,7,5,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,7,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
411,nő,25-34,Igen,felsőfokú,4,6,8,8,9,8,7,"valamennyire igen, de nem járok templomba",7,3,7,1000 - 1999 RON között,Alkalmazott,igen,9,5,Igen,Csíkszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
412,férfi,25-34,Igen,felsőfokú,egyedül él,8,9,10,10,8,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",10,9,10,3000 RON fölött,Alkalmazott,igen,9,8,Igen,Kézdiszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
413,férfi,35-44,Igen,felsőfokú,4,7,7,9,8,9,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,7,9,3000 RON fölött,Alkalmazott,nem,9,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
414,nő,45-54,Nem,felsőfokú,4,9,7,8,8,9,6,"valamennyire igen, évente többször járok templomba",9,5,10,999 RON alatt,Alkalmazott,igen,5,3,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
415,férfi,25-34,Nem,középiskola,4,2,4,8,9,8,1,"valamennyire igen, évente többször járok templomba",3,2,10,999 RON alatt,Alkalmazott,igen,0,4,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
416,férfi,45-54,Nem,középiskola,5 vagy több,7,7,8,7,7,6,"valamennyire igen, évente többször járok templomba",7,7,7,999 RON alatt,Alkalmazott,igen,7,0,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,7,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
417,férfi,35-44,Igen,középiskola,4,8,8,9,7,8,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",10,6,9,999 RON alatt,Egyéb,igen,8,1,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
418,férfi,35-44,Igen,felsőfokú,3,6,8,8,8,8,9,"valamennyire igen, de nem járok templomba",8,8,9,2000 - 2999 RON között,Alkalmazott,igen,9,6,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
419,férfi,25-34,Igen,középiskola,4,4,2,7,9,7,7,nem hiszek semmilyen vallásban vagy teremtőben,6,2,4,999 RON alatt,Alkalmazott,igen,6,3,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
420,férfi,45-54,Igen,középiskola,3,7,6,9,8,8,7,nem hiszek semmilyen vallásban vagy teremtőben,4,6,9,1000 - 1999 RON között,Alkalmazott,nem,8,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
421,férfi,45-54,Igen,felsőfokú,egyedül él,8,9,8,10,8,9,"igen, heti rendszerességgel járok templomba",9,8,10,2000 - 2999 RON között,Alkalmazott,nem,8,0,Igen,Marosszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
422,nő,25-34,Igen,felsőfokú,4,8,5,10,9,9,9,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,6,10,999 RON alatt,Alkalmazott,igen,7,3,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
423,nő,15-24,Nem,középiskola,5 vagy több,5,4,7,4,6,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",6,3,8,999 RON alatt,Tanuló / diák,nem,6,5,Igen,Bardóc-Miklósvárszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,4,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
424,férfi,15-24,Nem,elemi,4,6,8,10,5,5,8,"igen, heti rendszerességgel járok templomba",2,7,6,1000 - 1999 RON között,Tanuló / diák,igen,4,9,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Nem,7,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
425,férfi,35-44,Igen,felsőfokú,3,8,5,6,5,6,2,"valamennyire igen, évente többször járok templomba",9,5,6,1000 - 1999 RON között,Alkalmazott,nem,6,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
426,férfi,25-34,Igen,felsőfokú,egyedül él,8,8,10,10,9,8,"valamennyire igen, de nem járok templomba",10,9,9,3000 RON fölött,Alkalmazott,igen,10,10,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
427,férfi,45-54,Nem,középiskola,5 vagy több,7,7,8,7,8,7,"valamennyire igen, évente többször járok templomba",7,7,7,999 RON alatt,Alkalmazott,igen,8,1,Igen,Udvarhelyszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,6,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
428,nő,25-34,Igen,felsőfokú,3,8,8,10,9,8,9,"igen, heti rendszerességgel járok templomba",9,5,9,999 RON alatt,Alkalmazott,nem,6,8,Igen,Gyergyószék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
429,nő,35-44,Igen,felsőfokú,3,7,7,7,8,7,7,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",3,6,9,1000 - 1999 RON között,Alkalmazott,nem,7,4,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
430,férfi,35-44,Igen,felsőfokú,4,8,8,10,10,8,10,"valamennyire igen, évente többször járok templomba",9,8,9,2000 - 2999 RON között,Alkalmazott,igen,9,0,Nem,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
431,férfi,15-24,Igen,felsőfokú,2,7,8,9,10,9,10,"valamennyire igen, de nem járok templomba",9,6,9,1000 - 1999 RON között,Alkalmazott,nem,10,0,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
432,férfi,25-34,Igen,felsőfokú,2,6,7,9,3,2,5,"valamennyire igen, évente többször járok templomba",8,5,4,1000 - 1999 RON között,Egyéb,igen,8,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
433,férfi,45-54,Nem,felsőfokú,5 vagy több,6,6,9,9,7,6,"valamennyire igen, évente többször járok templomba",8,6,7,999 RON alatt,Alkalmazott,igen,8,6,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
434,nő,35-44,Igen,felsőfokú,5 vagy több,8,3,8,8,7,7,nem hiszek semmilyen vallásban vagy teremtőben,8,3,8,999 RON alatt,Alkalmazott,igen,7,1,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,8,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
435,nő,25-34,Igen,felsőfokú,5 vagy több,9,7,9,9,9,9,"valamennyire igen, de nem járok templomba",9,8,9,999 RON alatt,Alkalmazott,igen,9,9,Igen,Kézdiszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
436,nő,25-34,Igen,középiskola,2,8,9,7,8,7,9,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,6,6,2000 - 2999 RON között,Alkalmazott,nem,9,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,9,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
437,férfi,15-24,Igen,felsőfokú,5 vagy több,7,5,8,8,7,7,nem hiszek semmilyen vallásban vagy teremtőben,8,5,8,1000 - 1999 RON között,Tanuló / diák,nem,8,3,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
438,nő,15-24,Igen,felsőfokú,4,8,1,6,5,5,7,"igen, heti rendszerességgel járok templomba",9,3,9,999 RON alatt,Alkalmazott,igen,5,6,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
439,férfi,35-44,Igen,felsőfokú,4,9,8,8,9,10,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,6,10,999 RON alatt,Alkalmazott,nem,10,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
440,férfi,45-54,Igen,doktori,5 vagy több,7,7,9,5,7,8,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,9,4,1000 - 1999 RON között,Alkalmazott,igen,8,5,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
441,nő,35-44,Igen,felsőfokú,3,6,4,8,8,10,7,"valamennyire igen, évente többször járok templomba",6,5,10,999 RON alatt,Háztartásbeli,nem,10,8,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Igen,Nem,Igen,Nem!,Nem!,Igen!,,
442,nő,25-34,Igen,felsőfokú,egyedül él,9,7,9,8,9,8,"valamennyire igen, évente többször járok templomba",9,9,9,2000 - 2999 RON között,Alkalmazott,igen,8,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
443,férfi,15-24,Igen,felsőfokú,4,10,5,8,10,1,10,"valamennyire igen, évente többször járok templomba",10,5,10,1000 - 1999 RON között,Alkalmazott,igen,10,10,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
444,férfi,35-44,Igen,felsőfokú,4,8,8,5,8,8,9,"valamennyire igen, évente többször járok templomba",9,7,9,1000 - 1999 RON között,Alkalmazott,igen,9,7,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
445,nő,35-44,Igen,felsőfokú,4,8,6,9,8,6,6,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,8,8,1000 - 1999 RON között,Alkalmazott,nem,7,7,Igen,Sepsiszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
446,nő,15-24,Igen,felsőfokú,4,9,6,9,8,8,9,"valamennyire igen, évente többször járok templomba",9,6,9,1000 - 1999 RON között,Alkalmazott,igen,7,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
447,nő,45-54,Igen,felsőfokú,2,9,8,10,9,10,7,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,8,10,2000 - 2999 RON között,Alkalmazott,igen,8,5,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,9,Igen,Nem,Igen,Igen!,Igen!,Igen!,,
448,nő,25-34,Igen,középiskola,4,5,7,9,10,7,4,"valamennyire igen, évente többször járok templomba",7,5,8,999 RON alatt,Alkalmazott,igen,7,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
449,férfi,35-44,Nem,felsőfokú,4,5,6,8,5,5,5,"valamennyire igen, de nem járok templomba",7,8,9,1000 - 1999 RON között,Alkalmazott,nem,5,5,Igen,Udvarhelyszék,Soha. Nem hatódom meg az ilyen kérésektől.,Igen,7,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
450,nő,15-24,Igen,felsőfokú,4,9,7,9,8,8,9,"valamennyire igen, évente többször járok templomba",9,7,9,1000 - 1999 RON között,Alkalmazott,igen,7,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
451,nő,35-44,Igen,felsőfokú,4,8,9,7,7,9,1,"igen, heti rendszerességgel járok templomba",9,8,9,1000 - 1999 RON között,Alkalmazott,nem,5,9,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
