
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2007, Numar persoane, 144
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2008, Numar persoane, 171
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2009, Numar persoane, 148
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2010, Numar persoane, 132
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2011, Numar persoane, 124
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2012, Numar persoane, 73
Tulburari mentale si de comportament, Regiunea SUD-EST, Anul 2013, Numar persoane, 97
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 275
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 311
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 287
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 347
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 255
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 153
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 172
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 139
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 159
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 124
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 116
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 92
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 90
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 93
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 77
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 109
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 125
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 81
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 60
Tulburari mentale si de comportament, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 56
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 123
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 119
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 154
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 240
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 206
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 177
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 158
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 74
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 55
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 47
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 30
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 23
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 28
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 28
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 12
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 13
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 20
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 17
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 12
Tulburari mentale si de comportament, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 9
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 194
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 194
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 240
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 266
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 220
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 158
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 91
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 118
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 132
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 142
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 124
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 96
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 88
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 70
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 57
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 94
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 86
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 43
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 44
Tulburari mentale si de comportament, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 43
Tulburari mentale si de comportament, Regiunea VEST, Anul 1994, Numar persoane, 157
Tulburari mentale si de comportament, Regiunea VEST, Anul 1995, Numar persoane, 153
Tulburari mentale si de comportament, Regiunea VEST, Anul 1996, Numar persoane, 168
Tulburari mentale si de comportament, Regiunea VEST, Anul 1997, Numar persoane, 159
Tulburari mentale si de comportament, Regiunea VEST, Anul 1998, Numar persoane, 122
Tulburari mentale si de comportament, Regiunea VEST, Anul 1999, Numar persoane, 113
Tulburari mentale si de comportament, Regiunea VEST, Anul 2000, Numar persoane, 94
Tulburari mentale si de comportament, Regiunea VEST, Anul 2001, Numar persoane, 50
Tulburari mentale si de comportament, Regiunea VEST, Anul 2002, Numar persoane, 69
Tulburari mentale si de comportament, Regiunea VEST, Anul 2003, Numar persoane, 53
Tulburari mentale si de comportament, Regiunea VEST, Anul 2004, Numar persoane, 35
Tulburari mentale si de comportament, Regiunea VEST, Anul 2005, Numar persoane, 20
Tulburari mentale si de comportament, Regiunea VEST, Anul 2006, Numar persoane, 13
Tulburari mentale si de comportament, Regiunea VEST, Anul 2007, Numar persoane, 16
Tulburari mentale si de comportament, Regiunea VEST, Anul 2008, Numar persoane, 32
Tulburari mentale si de comportament, Regiunea VEST, Anul 2009, Numar persoane, 15
Tulburari mentale si de comportament, Regiunea VEST, Anul 2010, Numar persoane, 17
Tulburari mentale si de comportament, Regiunea VEST, Anul 2011, Numar persoane, 15
Tulburari mentale si de comportament, Regiunea VEST, Anul 2012, Numar persoane, 18
Tulburari mentale si de comportament, Regiunea VEST, Anul 2013, Numar persoane, 21
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 1994, Numar persoane, 2070
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 1995, Numar persoane, 1991
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 1996, Numar persoane, 2048
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 1997, Numar persoane, 2048
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 1998, Numar persoane, 1919
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 1999, Numar persoane, 1724
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2000, Numar persoane, 1647
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2001, Numar persoane, 1668
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2002, Numar persoane, 1658
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2003, Numar persoane, 1823
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2004, Numar persoane, 1873
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2005, Numar persoane, 1962
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2006, Numar persoane, 1859
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2007, Numar persoane, 2018
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2008, Numar persoane, 2032
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2009, Numar persoane, 2073
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2010, Numar persoane, 2564
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2011, Numar persoane, 2778
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2012, Numar persoane, 3180
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, TOTAL, Anul 2013, Numar persoane, 3122
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 1994, Numar persoane, 285
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 1995, Numar persoane, 264
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 1996, Numar persoane, 273
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 1997, Numar persoane, 284
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 1998, Numar persoane, 293
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 1999, Numar persoane, 251
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2000, Numar persoane, 209
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2001, Numar persoane, 222
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2002, Numar persoane, 239
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2003, Numar persoane, 225
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2004, Numar persoane, 243
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2005, Numar persoane, 233
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2006, Numar persoane, 217
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2007, Numar persoane, 229
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2008, Numar persoane, 230
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2009, Numar persoane, 259
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2010, Numar persoane, 245
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2011, Numar persoane, 251
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2012, Numar persoane, 262
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-VEST, Anul 2013, Numar persoane, 239
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 1994, Numar persoane, 206
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 1995, Numar persoane, 254
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 1996, Numar persoane, 229
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 1997, Numar persoane, 262
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 1998, Numar persoane, 213
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 1999, Numar persoane, 219
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2000, Numar persoane, 206
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2001, Numar persoane, 199
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2002, Numar persoane, 224
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2003, Numar persoane, 302
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2004, Numar persoane, 276
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2005, Numar persoane, 306
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2006, Numar persoane, 288
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2007, Numar persoane, 291
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2008, Numar persoane, 356
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2009, Numar persoane, 340
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2010, Numar persoane, 385
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2011, Numar persoane, 413
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2012, Numar persoane, 551
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea CENTRU, Anul 2013, Numar persoane, 509
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 1994, Numar persoane, 435
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 1995, Numar persoane, 433
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 1996, Numar persoane, 444
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 1997, Numar persoane, 513
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 1998, Numar persoane, 421
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 1999, Numar persoane, 358
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 2000, Numar persoane, 336
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 2001, Numar persoane, 336
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 2002, Numar persoane, 308
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 2003, Numar persoane, 325
Boli ale sistemului nervos  boli ale ochiului si anexele sale  boli ale urechii si apofizei mastoide, Regiunea NORD-EST, Anul 2004, Numar persoane, 315
