
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Masculin, 5-  9 ani, Mures, Anul 2003, Numar persoane, 6
Masculin, 5-  9 ani, Mures, Anul 2004, Numar persoane, 7
Masculin, 5-  9 ani, Mures, Anul 2005, Numar persoane, 6
Masculin, 5-  9 ani, Mures, Anul 2006, Numar persoane, 3
Masculin, 5-  9 ani, Mures, Anul 2007, Numar persoane, 6
Masculin, 5-  9 ani, Mures, Anul 2008, Numar persoane, 2
Masculin, 5-  9 ani, Mures, Anul 2009, Numar persoane, 6
Masculin, 5-  9 ani, Mures, Anul 2010, Numar persoane, 6
Masculin, 5-  9 ani, Mures, Anul 2011, Numar persoane, 4
Masculin, 5-  9 ani, Mures, Anul 2012, Numar persoane, 6
Masculin, 10-14 ani, TOTAL, Anul 1999, Numar persoane, 640
Masculin, 10-14 ani, TOTAL, Anul 2000, Numar persoane, 618
Masculin, 10-14 ani, TOTAL, Anul 2001, Numar persoane, 589
Masculin, 10-14 ani, TOTAL, Anul 2002, Numar persoane, 473
Masculin, 10-14 ani, TOTAL, Anul 2003, Numar persoane, 380
Masculin, 10-14 ani, TOTAL, Anul 2004, Numar persoane, 287
Masculin, 10-14 ani, TOTAL, Anul 2005, Numar persoane, 233
Masculin, 10-14 ani, TOTAL, Anul 2006, Numar persoane, 231
Masculin, 10-14 ani, TOTAL, Anul 2007, Numar persoane, 214
Masculin, 10-14 ani, TOTAL, Anul 2008, Numar persoane, 193
Masculin, 10-14 ani, TOTAL, Anul 2009, Numar persoane, 189
Masculin, 10-14 ani, TOTAL, Anul 2010, Numar persoane, 171
Masculin, 10-14 ani, TOTAL, Anul 2011, Numar persoane, 164
Masculin, 10-14 ani, TOTAL, Anul 2012, Numar persoane, 199
Masculin, 10-14 ani, Covasna, Anul 1999, Numar persoane, 5
Masculin, 10-14 ani, Covasna, Anul 2000, Numar persoane, 3
Masculin, 10-14 ani, Covasna, Anul 2001, Numar persoane, 4
Masculin, 10-14 ani, Covasna, Anul 2002, Numar persoane, 4
Masculin, 10-14 ani, Covasna, Anul 2003, Numar persoane, 2
Masculin, 10-14 ani, Covasna, Anul 2004, Numar persoane, 1
Masculin, 10-14 ani, Covasna, Anul 2007, Numar persoane, 2
Masculin, 10-14 ani, Covasna, Anul 2008, Numar persoane, 1
Masculin, 10-14 ani, Covasna, Anul 2009, Numar persoane, 3
Masculin, 10-14 ani, Covasna, Anul 2010, Numar persoane, 1
Masculin, 10-14 ani, Covasna, Anul 2011, Numar persoane, 2
Masculin, 10-14 ani, Covasna, Anul 2012, Numar persoane, 3
Masculin, 10-14 ani, Harghita, Anul 1999, Numar persoane, 12
Masculin, 10-14 ani, Harghita, Anul 2000, Numar persoane, 1
Masculin, 10-14 ani, Harghita, Anul 2001, Numar persoane, 8
Masculin, 10-14 ani, Harghita, Anul 2002, Numar persoane, 5
Masculin, 10-14 ani, Harghita, Anul 2003, Numar persoane, 6
Masculin, 10-14 ani, Harghita, Anul 2004, Numar persoane, 4
Masculin, 10-14 ani, Harghita, Anul 2005, Numar persoane, 2
Masculin, 10-14 ani, Harghita, Anul 2006, Numar persoane, 1
Masculin, 10-14 ani, Harghita, Anul 2007, Numar persoane, 4
Masculin, 10-14 ani, Harghita, Anul 2008, Numar persoane, 3
Masculin, 10-14 ani, Harghita, Anul 2009, Numar persoane, 4
Masculin, 10-14 ani, Harghita, Anul 2010, Numar persoane, 2
Masculin, 10-14 ani, Harghita, Anul 2012, Numar persoane, 4
Masculin, 10-14 ani, Mures, Anul 1999, Numar persoane, 20
Masculin, 10-14 ani, Mures, Anul 2000, Numar persoane, 24
Masculin, 10-14 ani, Mures, Anul 2001, Numar persoane, 15
Masculin, 10-14 ani, Mures, Anul 2002, Numar persoane, 12
Masculin, 10-14 ani, Mures, Anul 2003, Numar persoane, 12
Masculin, 10-14 ani, Mures, Anul 2004, Numar persoane, 16
Masculin, 10-14 ani, Mures, Anul 2005, Numar persoane, 6
Masculin, 10-14 ani, Mures, Anul 2006, Numar persoane, 11
Masculin, 10-14 ani, Mures, Anul 2007, Numar persoane, 4
Masculin, 10-14 ani, Mures, Anul 2008, Numar persoane, 4
Masculin, 10-14 ani, Mures, Anul 2009, Numar persoane, 7
Masculin, 10-14 ani, Mures, Anul 2010, Numar persoane, 6
Masculin, 10-14 ani, Mures, Anul 2011, Numar persoane, 6
Masculin, 10-14 ani, Mures, Anul 2012, Numar persoane, 6
Masculin, 15-19 ani, TOTAL, Anul 1999, Numar persoane, 754
Masculin, 15-19 ani, TOTAL, Anul 2000, Numar persoane, 714
Masculin, 15-19 ani, TOTAL, Anul 2001, Numar persoane, 615
Masculin, 15-19 ani, TOTAL, Anul 2002, Numar persoane, 559
Masculin, 15-19 ani, TOTAL, Anul 2003, Numar persoane, 592
Masculin, 15-19 ani, TOTAL, Anul 2004, Numar persoane, 660
Masculin, 15-19 ani, TOTAL, Anul 2005, Numar persoane, 645
Masculin, 15-19 ani, TOTAL, Anul 2006, Numar persoane, 628
Masculin, 15-19 ani, TOTAL, Anul 2007, Numar persoane, 609
Masculin, 15-19 ani, TOTAL, Anul 2008, Numar persoane, 599
Masculin, 15-19 ani, TOTAL, Anul 2009, Numar persoane, 501
Masculin, 15-19 ani, TOTAL, Anul 2010, Numar persoane, 394
Masculin, 15-19 ani, TOTAL, Anul 2011, Numar persoane, 394
Masculin, 15-19 ani, TOTAL, Anul 2012, Numar persoane, 376
Masculin, 15-19 ani, Covasna, Anul 1999, Numar persoane, 7
Masculin, 15-19 ani, Covasna, Anul 2000, Numar persoane, 12
Masculin, 15-19 ani, Covasna, Anul 2001, Numar persoane, 9
Masculin, 15-19 ani, Covasna, Anul 2002, Numar persoane, 9
Masculin, 15-19 ani, Covasna, Anul 2003, Numar persoane, 5
Masculin, 15-19 ani, Covasna, Anul 2004, Numar persoane, 9
Masculin, 15-19 ani, Covasna, Anul 2005, Numar persoane, 5
Masculin, 15-19 ani, Covasna, Anul 2006, Numar persoane, 3
Masculin, 15-19 ani, Covasna, Anul 2007, Numar persoane, 4
Masculin, 15-19 ani, Covasna, Anul 2008, Numar persoane, 4
Masculin, 15-19 ani, Covasna, Anul 2009, Numar persoane, 10
Masculin, 15-19 ani, Covasna, Anul 2010, Numar persoane, 4
Masculin, 15-19 ani, Covasna, Anul 2011, Numar persoane, 2
Masculin, 15-19 ani, Covasna, Anul 2012, Numar persoane, 1
Masculin, 15-19 ani, Harghita, Anul 1999, Numar persoane, 14
Masculin, 15-19 ani, Harghita, Anul 2000, Numar persoane, 9
Masculin, 15-19 ani, Harghita, Anul 2001, Numar persoane, 17
Masculin, 15-19 ani, Harghita, Anul 2002, Numar persoane, 6
Masculin, 15-19 ani, Harghita, Anul 2003, Numar persoane, 14
Masculin, 15-19 ani, Harghita, Anul 2004, Numar persoane, 10
Masculin, 15-19 ani, Harghita, Anul 2005, Numar persoane, 14
Masculin, 15-19 ani, Harghita, Anul 2006, Numar persoane, 11
Masculin, 15-19 ani, Harghita, Anul 2007, Numar persoane, 9
Masculin, 15-19 ani, Harghita, Anul 2008, Numar persoane, 8
Masculin, 15-19 ani, Harghita, Anul 2009, Numar persoane, 5
Masculin, 15-19 ani, Harghita, Anul 2010, Numar persoane, 7
Masculin, 15-19 ani, Harghita, Anul 2011, Numar persoane, 8
Masculin, 15-19 ani, Harghita, Anul 2012, Numar persoane, 4
Masculin, 15-19 ani, Mures, Anul 1999, Numar persoane, 18
Masculin, 15-19 ani, Mures, Anul 2000, Numar persoane, 16
Masculin, 15-19 ani, Mures, Anul 2001, Numar persoane, 17
Masculin, 15-19 ani, Mures, Anul 2002, Numar persoane, 17
Masculin, 15-19 ani, Mures, Anul 2003, Numar persoane, 15
Masculin, 15-19 ani, Mures, Anul 2004, Numar persoane, 19
Masculin, 15-19 ani, Mures, Anul 2005, Numar persoane, 23
Masculin, 15-19 ani, Mures, Anul 2006, Numar persoane, 25
Masculin, 15-19 ani, Mures, Anul 2007, Numar persoane, 21
Masculin, 15-19 ani, Mures, Anul 2008, Numar persoane, 16
Masculin, 15-19 ani, Mures, Anul 2009, Numar persoane, 8
Masculin, 15-19 ani, Mures, Anul 2010, Numar persoane, 22
Masculin, 15-19 ani, Mures, Anul 2011, Numar persoane, 13
Masculin, 15-19 ani, Mures, Anul 2012, Numar persoane, 8
Masculin, 20-24 ani, TOTAL, Anul 1999, Numar persoane, 1103
Masculin, 20-24 ani, TOTAL, Anul 2000, Numar persoane, 1035
Masculin, 20-24 ani, TOTAL, Anul 2001, Numar persoane, 971
Masculin, 20-24 ani, TOTAL, Anul 2002, Numar persoane, 956
Masculin, 20-24 ani, TOTAL, Anul 2003, Numar persoane, 896
Masculin, 20-24 ani, TOTAL, Anul 2004, Numar persoane, 778
Masculin, 20-24 ani, TOTAL, Anul 2005, Numar persoane, 722
Masculin, 20-24 ani, TOTAL, Anul 2006, Numar persoane, 744
Masculin, 20-24 ani, TOTAL, Anul 2007, Numar persoane, 785
Masculin, 20-24 ani, TOTAL, Anul 2008, Numar persoane, 895
Masculin, 20-24 ani, TOTAL, Anul 2009, Numar persoane, 878
Masculin, 20-24 ani, TOTAL, Anul 2010, Numar persoane, 830
Masculin, 20-24 ani, TOTAL, Anul 2011, Numar persoane, 746
Masculin, 20-24 ani, TOTAL, Anul 2012, Numar persoane, 722
Masculin, 20-24 ani, Covasna, Anul 1999, Numar persoane, 12
Masculin, 20-24 ani, Covasna, Anul 2000, Numar persoane, 9
Masculin, 20-24 ani, Covasna, Anul 2001, Numar persoane, 13
Masculin, 20-24 ani, Covasna, Anul 2002, Numar persoane, 13
Masculin, 20-24 ani, Covasna, Anul 2003, Numar persoane, 11
Masculin, 20-24 ani, Covasna, Anul 2004, Numar persoane, 14
Masculin, 20-24 ani, Covasna, Anul 2005, Numar persoane, 6
Masculin, 20-24 ani, Covasna, Anul 2006, Numar persoane, 3
Masculin, 20-24 ani, Covasna, Anul 2007, Numar persoane, 8
Masculin, 20-24 ani, Covasna, Anul 2008, Numar persoane, 11
Masculin, 20-24 ani, Covasna, Anul 2009, Numar persoane, 7
Masculin, 20-24 ani, Covasna, Anul 2010, Numar persoane, 8
Masculin, 20-24 ani, Covasna, Anul 2011, Numar persoane, 6
Masculin, 20-24 ani, Covasna, Anul 2012, Numar persoane, 10
Masculin, 20-24 ani, Harghita, Anul 1999, Numar persoane, 17
Masculin, 20-24 ani, Harghita, Anul 2000, Numar persoane, 17
Masculin, 20-24 ani, Harghita, Anul 2001, Numar persoane, 27
Masculin, 20-24 ani, Harghita, Anul 2002, Numar persoane, 14
Masculin, 20-24 ani, Harghita, Anul 2003, Numar persoane, 29
Masculin, 20-24 ani, Harghita, Anul 2004, Numar persoane, 16
Masculin, 20-24 ani, Harghita, Anul 2005, Numar persoane, 14
Masculin, 20-24 ani, Harghita, Anul 2006, Numar persoane, 23
Masculin, 20-24 ani, Harghita, Anul 2007, Numar persoane, 7
Masculin, 20-24 ani, Harghita, Anul 2008, Numar persoane, 16
Masculin, 20-24 ani, Harghita, Anul 2009, Numar persoane, 12
Masculin, 20-24 ani, Harghita, Anul 2010, Numar persoane, 13
Masculin, 20-24 ani, Harghita, Anul 2011, Numar persoane, 11
Masculin, 20-24 ani, Harghita, Anul 2012, Numar persoane, 17
Masculin, 20-24 ani, Mures, Anul 1999, Numar persoane, 27
Masculin, 20-24 ani, Mures, Anul 2000, Numar persoane, 26
Masculin, 20-24 ani, Mures, Anul 2001, Numar persoane, 27
Masculin, 20-24 ani, Mures, Anul 2002, Numar persoane, 27
Masculin, 20-24 ani, Mures, Anul 2003, Numar persoane, 23
Masculin, 20-24 ani, Mures, Anul 2004, Numar persoane, 23
Masculin, 20-24 ani, Mures, Anul 2005, Numar persoane, 23
Masculin, 20-24 ani, Mures, Anul 2006, Numar persoane, 12
Masculin, 20-24 ani, Mures, Anul 2007, Numar persoane, 26
Masculin, 20-24 ani, Mures, Anul 2008, Numar persoane, 27
Masculin, 20-24 ani, Mures, Anul 2009, Numar persoane, 25
Masculin, 20-24 ani, Mures, Anul 2010, Numar persoane, 25
Masculin, 20-24 ani, Mures, Anul 2011, Numar persoane, 30
Masculin, 20-24 ani, Mures, Anul 2012, Numar persoane, 21
Masculin, 25-29 ani, TOTAL, Anul 1999, Numar persoane, 1329
Masculin, 25-29 ani, TOTAL, Anul 2000, Numar persoane, 1276
Masculin, 25-29 ani, TOTAL, Anul 2001, Numar persoane, 1201
Masculin, 25-29 ani, TOTAL, Anul 2002, Numar persoane, 1157
Masculin, 25-29 ani, TOTAL, Anul 2003, Numar persoane, 1145
Masculin, 25-29 ani, TOTAL, Anul 2004, Numar persoane, 1022
Masculin, 25-29 ani, TOTAL, Anul 2005, Numar persoane, 1006
Masculin, 25-29 ani, TOTAL, Anul 2006, Numar persoane, 1036
Masculin, 25-29 ani, TOTAL, Anul 2007, Numar persoane, 915
Masculin, 25-29 ani, TOTAL, Anul 2008, Numar persoane, 887
Masculin, 25-29 ani, TOTAL, Anul 2009, Numar persoane, 886
Masculin, 25-29 ani, TOTAL, Anul 2010, Numar persoane, 825
Masculin, 25-29 ani, TOTAL, Anul 2011, Numar persoane, 689
Masculin, 25-29 ani, TOTAL, Anul 2012, Numar persoane, 695
Masculin, 25-29 ani, Covasna, Anul 1999, Numar persoane, 11
Masculin, 25-29 ani, Covasna, Anul 2000, Numar persoane, 16
Masculin, 25-29 ani, Covasna, Anul 2001, Numar persoane, 11
Masculin, 25-29 ani, Covasna, Anul 2002, Numar persoane, 17
Masculin, 25-29 ani, Covasna, Anul 2003, Numar persoane, 8
Masculin, 25-29 ani, Covasna, Anul 2004, Numar persoane, 8
Masculin, 25-29 ani, Covasna, Anul 2005, Numar persoane, 12
Masculin, 25-29 ani, Covasna, Anul 2006, Numar persoane, 6
Masculin, 25-29 ani, Covasna, Anul 2007, Numar persoane, 10
Masculin, 25-29 ani, Covasna, Anul 2008, Numar persoane, 16
Masculin, 25-29 ani, Covasna, Anul 2009, Numar persoane, 8
Masculin, 25-29 ani, Covasna, Anul 2010, Numar persoane, 6
Masculin, 25-29 ani, Covasna, Anul 2011, Numar persoane, 10
Masculin, 25-29 ani, Covasna, Anul 2012, Numar persoane, 8
Masculin, 25-29 ani, Harghita, Anul 1999, Numar persoane, 25
Masculin, 25-29 ani, Harghita, Anul 2000, Numar persoane, 24
Masculin, 25-29 ani, Harghita, Anul 2001, Numar persoane, 33
Masculin, 25-29 ani, Harghita, Anul 2002, Numar persoane, 15
Masculin, 25-29 ani, Harghita, Anul 2003, Numar persoane, 20
Masculin, 25-29 ani, Harghita, Anul 2004, Numar persoane, 19
Masculin, 25-29 ani, Harghita, Anul 2005, Numar persoane, 28
Masculin, 25-29 ani, Harghita, Anul 2006, Numar persoane, 12
Masculin, 25-29 ani, Harghita, Anul 2007, Numar persoane, 22
Masculin, 25-29 ani, Harghita, Anul 2008, Numar persoane, 18
Masculin, 25-29 ani, Harghita, Anul 2009, Numar persoane, 15
Masculin, 25-29 ani, Harghita, Anul 2010, Numar persoane, 18
Masculin, 25-29 ani, Harghita, Anul 2011, Numar persoane, 8
Masculin, 25-29 ani, Harghita, Anul 2012, Numar persoane, 8
Masculin, 25-29 ani, Mures, Anul 1999, Numar persoane, 37
Masculin, 25-29 ani, Mures, Anul 2000, Numar persoane, 44
Masculin, 25-29 ani, Mures, Anul 2001, Numar persoane, 41
Masculin, 25-29 ani, Mures, Anul 2002, Numar persoane, 31
Masculin, 25-29 ani, Mures, Anul 2003, Numar persoane, 36
Masculin, 25-29 ani, Mures, Anul 2004, Numar persoane, 27
Masculin, 25-29 ani, Mures, Anul 2005, Numar persoane, 36
Masculin, 25-29 ani, Mures, Anul 2006, Numar persoane, 16
Masculin, 25-29 ani, Mures, Anul 2007, Numar persoane, 29
Masculin, 25-29 ani, Mures, Anul 2008, Numar persoane, 19
Masculin, 25-29 ani, Mures, Anul 2009, Numar persoane, 23
Masculin, 25-29 ani, Mures, Anul 2010, Numar persoane, 22
Masculin, 25-29 ani, Mures, Anul 2011, Numar persoane, 12
Masculin, 25-29 ani, Mures, Anul 2012, Numar persoane, 22
Masculin, 30-34 ani, TOTAL, Anul 1999, Numar persoane, 1695
Masculin, 30-34 ani, TOTAL, Anul 2000, Numar persoane, 1798
Masculin, 30-34 ani, TOTAL, Anul 2001, Numar persoane, 1925
Masculin, 30-34 ani, TOTAL, Anul 2002, Numar persoane, 1961
Masculin, 30-34 ani, TOTAL, Anul 2003, Numar persoane, 1726
Masculin, 30-34 ani, TOTAL, Anul 2004, Numar persoane, 1559
Masculin, 30-34 ani, TOTAL, Anul 2005, Numar persoane, 1446
Masculin, 30-34 ani, TOTAL, Anul 2006, Numar persoane, 1311
Masculin, 30-34 ani, TOTAL, Anul 2007, Numar persoane, 1319
Masculin, 30-34 ani, TOTAL, Anul 2008, Numar persoane, 1363
Masculin, 30-34 ani, TOTAL, Anul 2009, Numar persoane, 1365
Masculin, 30-34 ani, TOTAL, Anul 2010, Numar persoane, 1331
Masculin, 30-34 ani, TOTAL, Anul 2011, Numar persoane, 1136
Masculin, 30-34 ani, TOTAL, Anul 2012, Numar persoane, 1036
Masculin, 30-34 ani, Covasna, Anul 1999, Numar persoane, 15
Masculin, 30-34 ani, Covasna, Anul 2000, Numar persoane, 20
Masculin, 30-34 ani, Covasna, Anul 2001, Numar persoane, 19
Masculin, 30-34 ani, Covasna, Anul 2002, Numar persoane, 26
Masculin, 30-34 ani, Covasna, Anul 2003, Numar persoane, 17
Masculin, 30-34 ani, Covasna, Anul 2004, Numar persoane, 20
Masculin, 30-34 ani, Covasna, Anul 2005, Numar persoane, 22
Masculin, 30-34 ani, Covasna, Anul 2006, Numar persoane, 22
Masculin, 30-34 ani, Covasna, Anul 2007, Numar persoane, 13
Masculin, 30-34 ani, Covasna, Anul 2008, Numar persoane, 20
Masculin, 30-34 ani, Covasna, Anul 2009, Numar persoane, 14
Masculin, 30-34 ani, Covasna, Anul 2010, Numar persoane, 16
Masculin, 30-34 ani, Covasna, Anul 2011, Numar persoane, 12
Masculin, 30-34 ani, Covasna, Anul 2012, Numar persoane, 8
Masculin, 30-34 ani, Harghita, Anul 1999, Numar persoane, 30
Masculin, 30-34 ani, Harghita, Anul 2000, Numar persoane, 27
Masculin, 30-34 ani, Harghita, Anul 2001, Numar persoane, 45
Masculin, 30-34 ani, Harghita, Anul 2002, Numar persoane, 25
Masculin, 30-34 ani, Harghita, Anul 2003, Numar persoane, 34
Masculin, 30-34 ani, Harghita, Anul 2004, Numar persoane, 24
Masculin, 30-34 ani, Harghita, Anul 2005, Numar persoane, 28
Masculin, 30-34 ani, Harghita, Anul 2006, Numar persoane, 18
Masculin, 30-34 ani, Harghita, Anul 2007, Numar persoane, 13
Masculin, 30-34 ani, Harghita, Anul 2008, Numar persoane, 24
Masculin, 30-34 ani, Harghita, Anul 2009, Numar persoane, 17
Masculin, 30-34 ani, Harghita, Anul 2010, Numar persoane, 24
Masculin, 30-34 ani, Harghita, Anul 2011, Numar persoane, 20
Masculin, 30-34 ani, Harghita, Anul 2012, Numar persoane, 30
Masculin, 30-34 ani, Mures, Anul 1999, Numar persoane, 42
Masculin, 30-34 ani, Mures, Anul 2000, Numar persoane, 46
Masculin, 30-34 ani, Mures, Anul 2001, Numar persoane, 55
Masculin, 30-34 ani, Mures, Anul 2002, Numar persoane, 53
Masculin, 30-34 ani, Mures, Anul 2003, Numar persoane, 36
Masculin, 30-34 ani, Mures, Anul 2004, Numar persoane, 56
Masculin, 30-34 ani, Mures, Anul 2005, Numar persoane, 37
Masculin, 30-34 ani, Mures, Anul 2006, Numar persoane, 35
Masculin, 30-34 ani, Mures, Anul 2007, Numar persoane, 29
Masculin, 30-34 ani, Mures, Anul 2008, Numar persoane, 45
Masculin, 30-34 ani, Mures, Anul 2009, Numar persoane, 28
Masculin, 30-34 ani, Mures, Anul 2010, Numar persoane, 30
Masculin, 30-34 ani, Mures, Anul 2011, Numar persoane, 41
Masculin, 30-34 ani, Mures, Anul 2012, Numar persoane, 33
Masculin, 35-39 ani, TOTAL, Anul 1999, Numar persoane, 2393
Masculin, 35-39 ani, TOTAL, Anul 2000, Numar persoane, 2184
Masculin, 35-39 ani, TOTAL, Anul 2001, Numar persoane, 2120
Masculin, 35-39 ani, TOTAL, Anul 2002, Numar persoane, 2167
Masculin, 35-39 ani, TOTAL, Anul 2003, Numar persoane, 2248
Masculin, 35-39 ani, TOTAL, Anul 2004, Numar persoane, 2338
Masculin, 35-39 ani, TOTAL, Anul 2005, Numar persoane, 2318
Masculin, 35-39 ani, TOTAL, Anul 2006, Numar persoane, 2357
Masculin, 35-39 ani, TOTAL, Anul 2007, Numar persoane, 2363
Masculin, 35-39 ani, TOTAL, Anul 2008, Numar persoane, 2252
Masculin, 35-39 ani, TOTAL, Anul 2009, Numar persoane, 2063
Masculin, 35-39 ani, TOTAL, Anul 2010, Numar persoane, 1997
Masculin, 35-39 ani, TOTAL, Anul 2011, Numar persoane, 1714
Masculin, 35-39 ani, TOTAL, Anul 2012, Numar persoane, 1709
Masculin, 35-39 ani, Covasna, Anul 1999, Numar persoane, 35
Masculin, 35-39 ani, Covasna, Anul 2000, Numar persoane, 15
Masculin, 35-39 ani, Covasna, Anul 2001, Numar persoane, 19
Masculin, 35-39 ani, Covasna, Anul 2002, Numar persoane, 13
Masculin, 35-39 ani, Covasna, Anul 2003, Numar persoane, 30
Masculin, 35-39 ani, Covasna, Anul 2004, Numar persoane, 26
Masculin, 35-39 ani, Covasna, Anul 2005, Numar persoane, 26
Masculin, 35-39 ani, Covasna, Anul 2006, Numar persoane, 27
Masculin, 35-39 ani, Covasna, Anul 2007, Numar persoane, 27
Masculin, 35-39 ani, Covasna, Anul 2008, Numar persoane, 21
Masculin, 35-39 ani, Covasna, Anul 2009, Numar persoane, 26
Masculin, 35-39 ani, Covasna, Anul 2010, Numar persoane, 23
Masculin, 35-39 ani, Covasna, Anul 2011, Numar persoane, 20
Masculin, 35-39 ani, Covasna, Anul 2012, Numar persoane, 23
Masculin, 35-39 ani, Harghita, Anul 1999, Numar persoane, 43
Masculin, 35-39 ani, Harghita, Anul 2000, Numar persoane, 39
Masculin, 35-39 ani, Harghita, Anul 2001, Numar persoane, 26
Masculin, 35-39 ani, Harghita, Anul 2002, Numar persoane, 39
Masculin, 35-39 ani, Harghita, Anul 2003, Numar persoane, 33
Masculin, 35-39 ani, Harghita, Anul 2004, Numar persoane, 39
Masculin, 35-39 ani, Harghita, Anul 2005, Numar persoane, 40
Masculin, 35-39 ani, Harghita, Anul 2006, Numar persoane, 35
Masculin, 35-39 ani, Harghita, Anul 2007, Numar persoane, 36
Masculin, 35-39 ani, Harghita, Anul 2008, Numar persoane, 24
Masculin, 35-39 ani, Harghita, Anul 2009, Numar persoane, 35
Masculin, 35-39 ani, Harghita, Anul 2010, Numar persoane, 21
Masculin, 35-39 ani, Harghita, Anul 2011, Numar persoane, 35
Masculin, 35-39 ani, Harghita, Anul 2012, Numar persoane, 24
Masculin, 35-39 ani, Mures, Anul 1999, Numar persoane, 67
Masculin, 35-39 ani, Mures, Anul 2000, Numar persoane, 50
Masculin, 35-39 ani, Mures, Anul 2001, Numar persoane, 55
Masculin, 35-39 ani, Mures, Anul 2002, Numar persoane, 57
Masculin, 35-39 ani, Mures, Anul 2003, Numar persoane, 64
Masculin, 35-39 ani, Mures, Anul 2004, Numar persoane, 73
Masculin, 35-39 ani, Mures, Anul 2005, Numar persoane, 64
Masculin, 35-39 ani, Mures, Anul 2006, Numar persoane, 73
Masculin, 35-39 ani, Mures, Anul 2007, Numar persoane, 54
Masculin, 35-39 ani, Mures, Anul 2008, Numar persoane, 59
Masculin, 35-39 ani, Mures, Anul 2009, Numar persoane, 55
Masculin, 35-39 ani, Mures, Anul 2010, Numar persoane, 52
Masculin, 35-39 ani, Mures, Anul 2011, Numar persoane, 50
Masculin, 35-39 ani, Mures, Anul 2012, Numar persoane, 55
Masculin, 40-44 ani, TOTAL, Anul 1999, Numar persoane, 4972
Masculin, 40-44 ani, TOTAL, Anul 2000, Numar persoane, 4550
Masculin, 40-44 ani, TOTAL, Anul 2001, Numar persoane, 4467
Masculin, 40-44 ani, TOTAL, Anul 2002, Numar persoane, 4283
Masculin, 40-44 ani, TOTAL, Anul 2003, Numar persoane, 3881
Masculin, 40-44 ani, TOTAL, Anul 2004, Numar persoane, 3513
Masculin, 40-44 ani, TOTAL, Anul 2005, Numar persoane, 3076
