
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, 65-69 ani, TOTAL, Anul 2005, Numar persoane, 29265
Total, 65-69 ani, TOTAL, Anul 2006, Numar persoane, 26951
Total, 65-69 ani, TOTAL, Anul 2007, Numar persoane, 25386
Total, 65-69 ani, TOTAL, Anul 2008, Numar persoane, 23538
Total, 65-69 ani, TOTAL, Anul 2009, Numar persoane, 22852
Total, 65-69 ani, TOTAL, Anul 2010, Numar persoane, 21542
Total, 65-69 ani, TOTAL, Anul 2011, Numar persoane, 20149
Total, 65-69 ani, TOTAL, Anul 2012, Numar persoane, 20267
Total, 65-69 ani, TOTAL, Anul 2013, Numar persoane, 20543
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1990, Numar persoane, 4236
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1991, Numar persoane, 4353
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1992, Numar persoane, 4566
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1993, Numar persoane, 4480
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1994, Numar persoane, 4411
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1995, Numar persoane, 4436
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1996, Numar persoane, 4587
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1997, Numar persoane, 4630
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1998, Numar persoane, 4368
Total, 65-69 ani, Regiunea NORD-VEST, Anul 1999, Numar persoane, 4368
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2000, Numar persoane, 4071
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2001, Numar persoane, 4016
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2002, Numar persoane, 4058
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2003, Numar persoane, 3921
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2004, Numar persoane, 3903
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2005, Numar persoane, 3789
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2006, Numar persoane, 3489
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2007, Numar persoane, 3324
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2008, Numar persoane, 3082
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2009, Numar persoane, 3074
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2010, Numar persoane, 2937
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2011, Numar persoane, 2842
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2012, Numar persoane, 2812
Total, 65-69 ani, Regiunea NORD-VEST, Anul 2013, Numar persoane, 2917
Total, 65-69 ani, Regiunea CENTRU, Anul 1990, Numar persoane, 3220
Total, 65-69 ani, Regiunea CENTRU, Anul 1991, Numar persoane, 3335
Total, 65-69 ani, Regiunea CENTRU, Anul 1992, Numar persoane, 3441
Total, 65-69 ani, Regiunea CENTRU, Anul 1993, Numar persoane, 3492
Total, 65-69 ani, Regiunea CENTRU, Anul 1994, Numar persoane, 3448
Total, 65-69 ani, Regiunea CENTRU, Anul 1995, Numar persoane, 3556
Total, 65-69 ani, Regiunea CENTRU, Anul 1996, Numar persoane, 3653
Total, 65-69 ani, Regiunea CENTRU, Anul 1997, Numar persoane, 3615
Total, 65-69 ani, Regiunea CENTRU, Anul 1998, Numar persoane, 3464
Total, 65-69 ani, Regiunea CENTRU, Anul 1999, Numar persoane, 3438
Total, 65-69 ani, Regiunea CENTRU, Anul 2000, Numar persoane, 3127
Total, 65-69 ani, Regiunea CENTRU, Anul 2001, Numar persoane, 3185
Total, 65-69 ani, Regiunea CENTRU, Anul 2002, Numar persoane, 3313
Total, 65-69 ani, Regiunea CENTRU, Anul 2003, Numar persoane, 3139
Total, 65-69 ani, Regiunea CENTRU, Anul 2004, Numar persoane, 3066
Total, 65-69 ani, Regiunea CENTRU, Anul 2005, Numar persoane, 3079
Total, 65-69 ani, Regiunea CENTRU, Anul 2006, Numar persoane, 2922
Total, 65-69 ani, Regiunea CENTRU, Anul 2007, Numar persoane, 2748
Total, 65-69 ani, Regiunea CENTRU, Anul 2008, Numar persoane, 2610
Total, 65-69 ani, Regiunea CENTRU, Anul 2009, Numar persoane, 2560
Total, 65-69 ani, Regiunea CENTRU, Anul 2010, Numar persoane, 2420
Total, 65-69 ani, Regiunea CENTRU, Anul 2011, Numar persoane, 2326
Total, 65-69 ani, Regiunea CENTRU, Anul 2012, Numar persoane, 2213
Total, 65-69 ani, Regiunea CENTRU, Anul 2013, Numar persoane, 2389
Total, 65-69 ani, Regiunea NORD-EST, Anul 1990, Numar persoane, 3637
Total, 65-69 ani, Regiunea NORD-EST, Anul 1991, Numar persoane, 3840
Total, 65-69 ani, Regiunea NORD-EST, Anul 1992, Numar persoane, 4188
Total, 65-69 ani, Regiunea NORD-EST, Anul 1993, Numar persoane, 4179
Total, 65-69 ani, Regiunea NORD-EST, Anul 1994, Numar persoane, 4496
Total, 65-69 ani, Regiunea NORD-EST, Anul 1995, Numar persoane, 4642
Total, 65-69 ani, Regiunea NORD-EST, Anul 1996, Numar persoane, 4984
Total, 65-69 ani, Regiunea NORD-EST, Anul 1997, Numar persoane, 4909
Total, 65-69 ani, Regiunea NORD-EST, Anul 1998, Numar persoane, 4672
Total, 65-69 ani, Regiunea NORD-EST, Anul 1999, Numar persoane, 4640
Total, 65-69 ani, Regiunea NORD-EST, Anul 2000, Numar persoane, 4562
Total, 65-69 ani, Regiunea NORD-EST, Anul 2001, Numar persoane, 4728
Total, 65-69 ani, Regiunea NORD-EST, Anul 2002, Numar persoane, 4905
Total, 65-69 ani, Regiunea NORD-EST, Anul 2003, Numar persoane, 4959
Total, 65-69 ani, Regiunea NORD-EST, Anul 2004, Numar persoane, 4602
Total, 65-69 ani, Regiunea NORD-EST, Anul 2005, Numar persoane, 4593
Total, 65-69 ani, Regiunea NORD-EST, Anul 2006, Numar persoane, 4161
Total, 65-69 ani, Regiunea NORD-EST, Anul 2007, Numar persoane, 4047
Total, 65-69 ani, Regiunea NORD-EST, Anul 2008, Numar persoane, 3688
Total, 65-69 ani, Regiunea NORD-EST, Anul 2009, Numar persoane, 3538
Total, 65-69 ani, Regiunea NORD-EST, Anul 2010, Numar persoane, 3401
Total, 65-69 ani, Regiunea NORD-EST, Anul 2011, Numar persoane, 2919
Total, 65-69 ani, Regiunea NORD-EST, Anul 2012, Numar persoane, 3014
Total, 65-69 ani, Regiunea NORD-EST, Anul 2013, Numar persoane, 2947
Total, 65-69 ani, Regiunea SUD-EST, Anul 1990, Numar persoane, 3052
Total, 65-69 ani, Regiunea SUD-EST, Anul 1991, Numar persoane, 3301
Total, 65-69 ani, Regiunea SUD-EST, Anul 1992, Numar persoane, 3448
Total, 65-69 ani, Regiunea SUD-EST, Anul 1993, Numar persoane, 3577
Total, 65-69 ani, Regiunea SUD-EST, Anul 1994, Numar persoane, 3884
Total, 65-69 ani, Regiunea SUD-EST, Anul 1995, Numar persoane, 3858
Total, 65-69 ani, Regiunea SUD-EST, Anul 1996, Numar persoane, 4188
Total, 65-69 ani, Regiunea SUD-EST, Anul 1997, Numar persoane, 4171
Total, 65-69 ani, Regiunea SUD-EST, Anul 1998, Numar persoane, 3946
Total, 65-69 ani, Regiunea SUD-EST, Anul 1999, Numar persoane, 4076
Total, 65-69 ani, Regiunea SUD-EST, Anul 2000, Numar persoane, 3967
Total, 65-69 ani, Regiunea SUD-EST, Anul 2001, Numar persoane, 4113
Total, 65-69 ani, Regiunea SUD-EST, Anul 2002, Numar persoane, 4102
Total, 65-69 ani, Regiunea SUD-EST, Anul 2003, Numar persoane, 3987
Total, 65-69 ani, Regiunea SUD-EST, Anul 2004, Numar persoane, 3841
Total, 65-69 ani, Regiunea SUD-EST, Anul 2005, Numar persoane, 3575
Total, 65-69 ani, Regiunea SUD-EST, Anul 2006, Numar persoane, 3381
Total, 65-69 ani, Regiunea SUD-EST, Anul 2007, Numar persoane, 3319
Total, 65-69 ani, Regiunea SUD-EST, Anul 2008, Numar persoane, 3151
Total, 65-69 ani, Regiunea SUD-EST, Anul 2009, Numar persoane, 3074
Total, 65-69 ani, Regiunea SUD-EST, Anul 2010, Numar persoane, 2913
Total, 65-69 ani, Regiunea SUD-EST, Anul 2011, Numar persoane, 2643
Total, 65-69 ani, Regiunea SUD-EST, Anul 2012, Numar persoane, 2700
Total, 65-69 ani, Regiunea SUD-EST, Anul 2013, Numar persoane, 2506
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 4415
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 4882
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 5334
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 5217
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 5475
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 5591
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 5825
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 5602
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 5386
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 5412
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 5135
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 5321
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 5498
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 5403
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 5183
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 4963
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 4606
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 4261
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 4017
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 3871
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 3547
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 3335
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 3326
Total, 65-69 ani, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 3383
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 2866
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 3050
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 3274
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 3293
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 3218
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 3250
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 3243
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 3237
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 3028
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 2924
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 2815
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 2699
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 2728
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 2668
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 2515
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 2604
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 2339
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 2216
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 2006
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 1942
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 1873
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 1853
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 1977
Total, 65-69 ani, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 1959
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 3040
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 3313
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 3727
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 3733
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 3710
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 3773
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 4026
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 3939
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 3837
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 3704
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 3567
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 3617
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 3940
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 3834
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 3778
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 3773
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 3303
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 3059
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 2779
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 2607
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 2392
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 2237
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 2279
Total, 65-69 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 2286
Total, 65-69 ani, Regiunea VEST, Anul 1990, Numar persoane, 3311
Total, 65-69 ani, Regiunea VEST, Anul 1991, Numar persoane, 3304
Total, 65-69 ani, Regiunea VEST, Anul 1992, Numar persoane, 3354
Total, 65-69 ani, Regiunea VEST, Anul 1993, Numar persoane, 3514
Total, 65-69 ani, Regiunea VEST, Anul 1994, Numar persoane, 3358
Total, 65-69 ani, Regiunea VEST, Anul 1995, Numar persoane, 3391
Total, 65-69 ani, Regiunea VEST, Anul 1996, Numar persoane, 3634
Total, 65-69 ani, Regiunea VEST, Anul 1997, Numar persoane, 3598
Total, 65-69 ani, Regiunea VEST, Anul 1998, Numar persoane, 3433
Total, 65-69 ani, Regiunea VEST, Anul 1999, Numar persoane, 3322
Total, 65-69 ani, Regiunea VEST, Anul 2000, Numar persoane, 3015
Total, 65-69 ani, Regiunea VEST, Anul 2001, Numar persoane, 2937
Total, 65-69 ani, Regiunea VEST, Anul 2002, Numar persoane, 2860
Total, 65-69 ani, Regiunea VEST, Anul 2003, Numar persoane, 3002
Total, 65-69 ani, Regiunea VEST, Anul 2004, Numar persoane, 2908
Total, 65-69 ani, Regiunea VEST, Anul 2005, Numar persoane, 2889
Total, 65-69 ani, Regiunea VEST, Anul 2006, Numar persoane, 2750
Total, 65-69 ani, Regiunea VEST, Anul 2007, Numar persoane, 2412
Total, 65-69 ani, Regiunea VEST, Anul 2008, Numar persoane, 2205
Total, 65-69 ani, Regiunea VEST, Anul 2009, Numar persoane, 2186
Total, 65-69 ani, Regiunea VEST, Anul 2010, Numar persoane, 2059
Total, 65-69 ani, Regiunea VEST, Anul 2011, Numar persoane, 1994
Total, 65-69 ani, Regiunea VEST, Anul 2012, Numar persoane, 1946
Total, 65-69 ani, Regiunea VEST, Anul 2013, Numar persoane, 2156
Total, 70-74 ani, TOTAL, Anul 1990, Numar persoane, 21666
Total, 70-74 ani, TOTAL, Anul 1991, Numar persoane, 23881
Total, 70-74 ani, TOTAL, Anul 1992, Numar persoane, 27863
Total, 70-74 ani, TOTAL, Anul 1993, Numar persoane, 32609
Total, 70-74 ani, TOTAL, Anul 1994, Numar persoane, 36184
Total, 70-74 ani, TOTAL, Anul 1995, Numar persoane, 38267
Total, 70-74 ani, TOTAL, Anul 1996, Numar persoane, 41321
Total, 70-74 ani, TOTAL, Anul 1997, Numar persoane, 41056
Total, 70-74 ani, TOTAL, Anul 1998, Numar persoane, 39923
Total, 70-74 ani, TOTAL, Anul 1999, Numar persoane, 40110
Total, 70-74 ani, TOTAL, Anul 2000, Numar persoane, 38685
Total, 70-74 ani, TOTAL, Anul 2001, Numar persoane, 38573
Total, 70-74 ani, TOTAL, Anul 2002, Numar persoane, 40064
Total, 70-74 ani, TOTAL, Anul 2003, Numar persoane, 39598
Total, 70-74 ani, TOTAL, Anul 2004, Numar persoane, 37882
Total, 70-74 ani, TOTAL, Anul 2005, Numar persoane, 38043
Total, 70-74 ani, TOTAL, Anul 2006, Numar persoane, 36656
Total, 70-74 ani, TOTAL, Anul 2007, Numar persoane, 35322
Total, 70-74 ani, TOTAL, Anul 2008, Numar persoane, 35243
Total, 70-74 ani, TOTAL, Anul 2009, Numar persoane, 35049
Total, 70-74 ani, TOTAL, Anul 2010, Numar persoane, 34716
Total, 70-74 ani, TOTAL, Anul 2011, Numar persoane, 32043
Total, 70-74 ani, TOTAL, Anul 2012, Numar persoane, 30949
Total, 70-74 ani, TOTAL, Anul 2013, Numar persoane, 28302
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1990, Numar persoane, 3029
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1991, Numar persoane, 3595
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1992, Numar persoane, 4558
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1993, Numar persoane, 5039
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1994, Numar persoane, 5607
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1995, Numar persoane, 5460
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1996, Numar persoane, 5735
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1997, Numar persoane, 5598
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1998, Numar persoane, 5428
Total, 70-74 ani, Regiunea NORD-VEST, Anul 1999, Numar persoane, 5264
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2000, Numar persoane, 5197
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2001, Numar persoane, 5139
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2002, Numar persoane, 5172
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2003, Numar persoane, 5220
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2004, Numar persoane, 5079
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2005, Numar persoane, 5030
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2006, Numar persoane, 4664
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2007, Numar persoane, 4388
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2008, Numar persoane, 4279
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2009, Numar persoane, 4288
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2010, Numar persoane, 4279
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2011, Numar persoane, 4065
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2012, Numar persoane, 4025
Total, 70-74 ani, Regiunea NORD-VEST, Anul 2013, Numar persoane, 3754
Total, 70-74 ani, Regiunea CENTRU, Anul 1990, Numar persoane, 2301
Total, 70-74 ani, Regiunea CENTRU, Anul 1991, Numar persoane, 2663
Total, 70-74 ani, Regiunea CENTRU, Anul 1992, Numar persoane, 3258
Total, 70-74 ani, Regiunea CENTRU, Anul 1993, Numar persoane, 3788
Total, 70-74 ani, Regiunea CENTRU, Anul 1994, Numar persoane, 4021
Total, 70-74 ani, Regiunea CENTRU, Anul 1995, Numar persoane, 4166
Total, 70-74 ani, Regiunea CENTRU, Anul 1996, Numar persoane, 4483
Total, 70-74 ani, Regiunea CENTRU, Anul 1997, Numar persoane, 4438
Total, 70-74 ani, Regiunea CENTRU, Anul 1998, Numar persoane, 4289
Total, 70-74 ani, Regiunea CENTRU, Anul 1999, Numar persoane, 4361
Total, 70-74 ani, Regiunea CENTRU, Anul 2000, Numar persoane, 4142
Total, 70-74 ani, Regiunea CENTRU, Anul 2001, Numar persoane, 4070
Total, 70-74 ani, Regiunea CENTRU, Anul 2002, Numar persoane, 4294
Total, 70-74 ani, Regiunea CENTRU, Anul 2003, Numar persoane, 4328
Total, 70-74 ani, Regiunea CENTRU, Anul 2004, Numar persoane, 4056
Total, 70-74 ani, Regiunea CENTRU, Anul 2005, Numar persoane, 4052
Total, 70-74 ani, Regiunea CENTRU, Anul 2006, Numar persoane, 3940
Total, 70-74 ani, Regiunea CENTRU, Anul 2007, Numar persoane, 3562
Total, 70-74 ani, Regiunea CENTRU, Anul 2008, Numar persoane, 3681
Total, 70-74 ani, Regiunea CENTRU, Anul 2009, Numar persoane, 3638
Total, 70-74 ani, Regiunea CENTRU, Anul 2010, Numar persoane, 3513
Total, 70-74 ani, Regiunea CENTRU, Anul 2011, Numar persoane, 3374
Total, 70-74 ani, Regiunea CENTRU, Anul 2012, Numar persoane, 3338
Total, 70-74 ani, Regiunea CENTRU, Anul 2013, Numar persoane, 3028
Total, 70-74 ani, Regiunea NORD-EST, Anul 1990, Numar persoane, 2771
Total, 70-74 ani, Regiunea NORD-EST, Anul 1991, Numar persoane, 3155
Total, 70-74 ani, Regiunea NORD-EST, Anul 1992, Numar persoane, 3574
Total, 70-74 ani, Regiunea NORD-EST, Anul 1993, Numar persoane, 4467
Total, 70-74 ani, Regiunea NORD-EST, Anul 1994, Numar persoane, 4985
Total, 70-74 ani, Regiunea NORD-EST, Anul 1995, Numar persoane, 5316
Total, 70-74 ani, Regiunea NORD-EST, Anul 1996, Numar persoane, 6001
Total, 70-74 ani, Regiunea NORD-EST, Anul 1997, Numar persoane, 5808
Total, 70-74 ani, Regiunea NORD-EST, Anul 1998, Numar persoane, 5716
Total, 70-74 ani, Regiunea NORD-EST, Anul 1999, Numar persoane, 5954
Total, 70-74 ani, Regiunea NORD-EST, Anul 2000, Numar persoane, 5753
Total, 70-74 ani, Regiunea NORD-EST, Anul 2001, Numar persoane, 5670
Total, 70-74 ani, Regiunea NORD-EST, Anul 2002, Numar persoane, 6076
Total, 70-74 ani, Regiunea NORD-EST, Anul 2003, Numar persoane, 6191
Total, 70-74 ani, Regiunea NORD-EST, Anul 2004, Numar persoane, 5796
Total, 70-74 ani, Regiunea NORD-EST, Anul 2005, Numar persoane, 5708
Total, 70-74 ani, Regiunea NORD-EST, Anul 2006, Numar persoane, 5541
Total, 70-74 ani, Regiunea NORD-EST, Anul 2007, Numar persoane, 5593
Total, 70-74 ani, Regiunea NORD-EST, Anul 2008, Numar persoane, 5709
Total, 70-74 ani, Regiunea NORD-EST, Anul 2009, Numar persoane, 5830
Total, 70-74 ani, Regiunea NORD-EST, Anul 2010, Numar persoane, 5677
Total, 70-74 ani, Regiunea NORD-EST, Anul 2011, Numar persoane, 5174
Total, 70-74 ani, Regiunea NORD-EST, Anul 2012, Numar persoane, 5133
Total, 70-74 ani, Regiunea NORD-EST, Anul 2013, Numar persoane, 4647
Total, 70-74 ani, Regiunea SUD-EST, Anul 1990, Numar persoane, 2290
Total, 70-74 ani, Regiunea SUD-EST, Anul 1991, Numar persoane, 2508
Total, 70-74 ani, Regiunea SUD-EST, Anul 1992, Numar persoane, 2812
Total, 70-74 ani, Regiunea SUD-EST, Anul 1993, Numar persoane, 3399
Total, 70-74 ani, Regiunea SUD-EST, Anul 1994, Numar persoane, 4154
Total, 70-74 ani, Regiunea SUD-EST, Anul 1995, Numar persoane, 4354
Total, 70-74 ani, Regiunea SUD-EST, Anul 1996, Numar persoane, 4727
Total, 70-74 ani, Regiunea SUD-EST, Anul 1997, Numar persoane, 4818
Total, 70-74 ani, Regiunea SUD-EST, Anul 1998, Numar persoane, 4658
Total, 70-74 ani, Regiunea SUD-EST, Anul 1999, Numar persoane, 4787
Total, 70-74 ani, Regiunea SUD-EST, Anul 2000, Numar persoane, 4684
Total, 70-74 ani, Regiunea SUD-EST, Anul 2001, Numar persoane, 4844
Total, 70-74 ani, Regiunea SUD-EST, Anul 2002, Numar persoane, 4963
Total, 70-74 ani, Regiunea SUD-EST, Anul 2003, Numar persoane, 4962
Total, 70-74 ani, Regiunea SUD-EST, Anul 2004, Numar persoane, 4835
Total, 70-74 ani, Regiunea SUD-EST, Anul 2005, Numar persoane, 4867
Total, 70-74 ani, Regiunea SUD-EST, Anul 2006, Numar persoane, 4712
Total, 70-74 ani, Regiunea SUD-EST, Anul 2007, Numar persoane, 4705
Total, 70-74 ani, Regiunea SUD-EST, Anul 2008, Numar persoane, 4643
Total, 70-74 ani, Regiunea SUD-EST, Anul 2009, Numar persoane, 4453
Total, 70-74 ani, Regiunea SUD-EST, Anul 2010, Numar persoane, 4467
Total, 70-74 ani, Regiunea SUD-EST, Anul 2011, Numar persoane, 4222
Total, 70-74 ani, Regiunea SUD-EST, Anul 2012, Numar persoane, 4045
Total, 70-74 ani, Regiunea SUD-EST, Anul 2013, Numar persoane, 3790
Total, 70-74 ani, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 3855
