
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
Agricultura  vanatoare, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2003, Mii persoane, 24.3
Agricultura  vanatoare, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2004, Mii persoane, 23.4
Agricultura  vanatoare, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2005, Mii persoane, 24
Agricultura  vanatoare, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2006, Mii persoane, 23
Agricultura  vanatoare, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2007, Mii persoane, 21.4
Agricultura  vanatoare, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii persoane, 21
Agricultura  vanatoare, Feminin, Ilfov, Anul 2001, Mii persoane, 24.9
Agricultura  vanatoare, Feminin, Ilfov, Anul 2002, Mii persoane, 22
Agricultura  vanatoare, Feminin, Ilfov, Anul 2003, Mii persoane, 20.7
Agricultura  vanatoare, Feminin, Ilfov, Anul 2004, Mii persoane, 19
Agricultura  vanatoare, Feminin, Ilfov, Anul 2005, Mii persoane, 19.4
Agricultura  vanatoare, Feminin, Ilfov, Anul 2006, Mii persoane, 18.4
Agricultura  vanatoare, Feminin, Ilfov, Anul 2007, Mii persoane, 17.6
Agricultura  vanatoare, Feminin, Ilfov, Anul 2008, Mii persoane, 17.8
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2001, Mii persoane, 3.4
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2002, Mii persoane, 4
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2003, Mii persoane, 3.6
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2004, Mii persoane, 4.4
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2005, Mii persoane, 4.6
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2006, Mii persoane, 4.6
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2007, Mii persoane, 3.8
Agricultura  vanatoare, Feminin, Municipiul Bucuresti, Anul 2008, Mii persoane, 3.2
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2001, Mii persoane, 394.5
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2002, Mii persoane, 348.2
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2003, Mii persoane, 331.1
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2004, Mii persoane, 304.4
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2005, Mii persoane, 306.6
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2006, Mii persoane, 291.4
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2007, Mii persoane, 284.7
Agricultura  vanatoare, Feminin, MACROREGIUNEA PATRU, Anul 2008, Mii persoane, 281.1
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2001, Mii persoane, 253
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2002, Mii persoane, 222.2
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2003, Mii persoane, 211.5
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2004, Mii persoane, 193.5
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2005, Mii persoane, 194.7
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2006, Mii persoane, 184.4
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2007, Mii persoane, 180.7
Agricultura  vanatoare, Feminin, Regiunea SUD-VEST OLTENIA, Anul 2008, Mii persoane, 178
Agricultura  vanatoare, Feminin, Dolj, Anul 2001, Mii persoane, 79.9
Agricultura  vanatoare, Feminin, Dolj, Anul 2002, Mii persoane, 70.4
Agricultura  vanatoare, Feminin, Dolj, Anul 2003, Mii persoane, 66.9
Agricultura  vanatoare, Feminin, Dolj, Anul 2004, Mii persoane, 61.7
Agricultura  vanatoare, Feminin, Dolj, Anul 2005, Mii persoane, 61.8
Agricultura  vanatoare, Feminin, Dolj, Anul 2006, Mii persoane, 58.7
Agricultura  vanatoare, Feminin, Dolj, Anul 2007, Mii persoane, 57.7
Agricultura  vanatoare, Feminin, Dolj, Anul 2008, Mii persoane, 56.6
Agricultura  vanatoare, Feminin, Gorj, Anul 2001, Mii persoane, 35.6
Agricultura  vanatoare, Feminin, Gorj, Anul 2002, Mii persoane, 31.2
Agricultura  vanatoare, Feminin, Gorj, Anul 2003, Mii persoane, 30
Agricultura  vanatoare, Feminin, Gorj, Anul 2004, Mii persoane, 27.3
Agricultura  vanatoare, Feminin, Gorj, Anul 2005, Mii persoane, 27.8
Agricultura  vanatoare, Feminin, Gorj, Anul 2006, Mii persoane, 26.1
Agricultura  vanatoare, Feminin, Gorj, Anul 2007, Mii persoane, 25.7
Agricultura  vanatoare, Feminin, Gorj, Anul 2008, Mii persoane, 25.3
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2001, Mii persoane, 36.2
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2002, Mii persoane, 32
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2003, Mii persoane, 30.4
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2004, Mii persoane, 28.2
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2005, Mii persoane, 28.2
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2006, Mii persoane, 26.8
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2007, Mii persoane, 26.2
Agricultura  vanatoare, Feminin, Mehedinti, Anul 2008, Mii persoane, 25.8
Agricultura  vanatoare, Feminin, Olt, Anul 2001, Mii persoane, 57.5
Agricultura  vanatoare, Feminin, Olt, Anul 2002, Mii persoane, 50.6
Agricultura  vanatoare, Feminin, Olt, Anul 2003, Mii persoane, 48.1
Agricultura  vanatoare, Feminin, Olt, Anul 2004, Mii persoane, 44.2
Agricultura  vanatoare, Feminin, Olt, Anul 2005, Mii persoane, 44.5
Agricultura  vanatoare, Feminin, Olt, Anul 2006, Mii persoane, 42
Agricultura  vanatoare, Feminin, Olt, Anul 2007, Mii persoane, 41.1
Agricultura  vanatoare, Feminin, Olt, Anul 2008, Mii persoane, 40.5
Agricultura  vanatoare, Feminin, Valcea, Anul 2001, Mii persoane, 43.8
Agricultura  vanatoare, Feminin, Valcea, Anul 2002, Mii persoane, 38
Agricultura  vanatoare, Feminin, Valcea, Anul 2003, Mii persoane, 36.1
Agricultura  vanatoare, Feminin, Valcea, Anul 2004, Mii persoane, 32.1
Agricultura  vanatoare, Feminin, Valcea, Anul 2005, Mii persoane, 32.4
Agricultura  vanatoare, Feminin, Valcea, Anul 2006, Mii persoane, 30.8
Agricultura  vanatoare, Feminin, Valcea, Anul 2007, Mii persoane, 30
Agricultura  vanatoare, Feminin, Valcea, Anul 2008, Mii persoane, 29.8
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2001, Mii persoane, 141.5
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2002, Mii persoane, 126
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2003, Mii persoane, 119.6
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2004, Mii persoane, 110.9
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2005, Mii persoane, 111.9
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2006, Mii persoane, 107
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2007, Mii persoane, 104
Agricultura  vanatoare, Feminin, Regiunea VEST, Anul 2008, Mii persoane, 103.1
Agricultura  vanatoare, Feminin, Arad, Anul 2001, Mii persoane, 30
Agricultura  vanatoare, Feminin, Arad, Anul 2002, Mii persoane, 27.4
Agricultura  vanatoare, Feminin, Arad, Anul 2003, Mii persoane, 25.7
Agricultura  vanatoare, Feminin, Arad, Anul 2004, Mii persoane, 24.7
Agricultura  vanatoare, Feminin, Arad, Anul 2005, Mii persoane, 25.2
Agricultura  vanatoare, Feminin, Arad, Anul 2006, Mii persoane, 23.5
Agricultura  vanatoare, Feminin, Arad, Anul 2007, Mii persoane, 23
Agricultura  vanatoare, Feminin, Arad, Anul 2008, Mii persoane, 22.9
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2001, Mii persoane, 30
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2002, Mii persoane, 26.3
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2003, Mii persoane, 25.4
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2004, Mii persoane, 23
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2005, Mii persoane, 23
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2006, Mii persoane, 22.1
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2007, Mii persoane, 21.5
Agricultura  vanatoare, Feminin, Caras-Severin, Anul 2008, Mii persoane, 21.2
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2001, Mii persoane, 29.6
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2002, Mii persoane, 26.1
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2003, Mii persoane, 24.8
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2004, Mii persoane, 22.9
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2005, Mii persoane, 23.2
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2006, Mii persoane, 22.1
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2007, Mii persoane, 21.4
Agricultura  vanatoare, Feminin, Hunedoara, Anul 2008, Mii persoane, 21.3
Agricultura  vanatoare, Feminin, Timis, Anul 2001, Mii persoane, 51.9
Agricultura  vanatoare, Feminin, Timis, Anul 2002, Mii persoane, 46.2
Agricultura  vanatoare, Feminin, Timis, Anul 2003, Mii persoane, 43.7
Agricultura  vanatoare, Feminin, Timis, Anul 2004, Mii persoane, 40.3
Agricultura  vanatoare, Feminin, Timis, Anul 2005, Mii persoane, 40.5
Agricultura  vanatoare, Feminin, Timis, Anul 2006, Mii persoane, 39.3
Agricultura  vanatoare, Feminin, Timis, Anul 2007, Mii persoane, 38.1
Agricultura  vanatoare, Feminin, Timis, Anul 2008, Mii persoane, 37.7
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2001, Mii persoane, 41.8
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2002, Mii persoane, 40.2
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2003, Mii persoane, 41.2
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2004, Mii persoane, 42
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2005, Mii persoane, 43.1
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2006, Mii persoane, 38
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2007, Mii persoane, 36.2
Silvicultura  exploatarea forestiera, Total, TOTAL, Anul 2008, Mii persoane, 30.8
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2001, Mii persoane, 12.1
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2002, Mii persoane, 11.5
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2003, Mii persoane, 11.6
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2004, Mii persoane, 12.2
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2005, Mii persoane, 12.9
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2006, Mii persoane, 11
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2007, Mii persoane, 10.5
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 8.4
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2001, Mii persoane, 5.7
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2002, Mii persoane, 5.9
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2003, Mii persoane, 4.7
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2004, Mii persoane, 5.3
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2005, Mii persoane, 5.8
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2006, Mii persoane, 4.7
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2007, Mii persoane, 4.8
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-VEST, Anul 2008, Mii persoane, 3.8
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2001, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2002, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2003, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2004, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2005, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2006, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2007, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Bihor, Anul 2008, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2001, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2002, Mii persoane, 1.4
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2003, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2004, Mii persoane, 1
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2005, Mii persoane, 1.5
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2006, Mii persoane, 1.1
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2007, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Bistrita-Nasaud, Anul 2008, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2001, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2002, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2003, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2004, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2005, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2006, Mii persoane, .6
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2007, Mii persoane, .6
Silvicultura  exploatarea forestiera, Total, Cluj, Anul 2008, Mii persoane, .5
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2001, Mii persoane, 2.2
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2002, Mii persoane, 1.7
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2003, Mii persoane, 1.6
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2004, Mii persoane, 1.8
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2005, Mii persoane, 1.7
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2006, Mii persoane, 1.4
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2007, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Maramures, Anul 2008, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2001, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2002, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2003, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2004, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2005, Mii persoane, .5
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2006, Mii persoane, .5
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2007, Mii persoane, .6
Silvicultura  exploatarea forestiera, Total, Satu Mare, Anul 2008, Mii persoane, .3
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2001, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2002, Mii persoane, .5
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2003, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2004, Mii persoane, .5
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2005, Mii persoane, .5
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2006, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2007, Mii persoane, .4
Silvicultura  exploatarea forestiera, Total, Salaj, Anul 2008, Mii persoane, .3
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2001, Mii persoane, 6.4
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2002, Mii persoane, 5.6
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2003, Mii persoane, 6.9
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2004, Mii persoane, 6.9
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2005, Mii persoane, 7.1
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2006, Mii persoane, 6.3
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2007, Mii persoane, 5.7
Silvicultura  exploatarea forestiera, Total, Regiunea CENTRU, Anul 2008, Mii persoane, 4.6
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2001, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2002, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2003, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2004, Mii persoane, 1
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2005, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2006, Mii persoane, 1.1
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2007, Mii persoane, 1
Silvicultura  exploatarea forestiera, Total, Alba, Anul 2008, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2001, Mii persoane, 1.1
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2002, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2003, Mii persoane, 1.4
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2004, Mii persoane, 1.6
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2005, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2006, Mii persoane, 1
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2007, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Brasov, Anul 2008, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2001, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2002, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2003, Mii persoane, 1.9
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2004, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2005, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2006, Mii persoane, 1
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2007, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Covasna, Anul 2008, Mii persoane, .6
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2001, Mii persoane, 1.5
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2002, Mii persoane, 1.4
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2003, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2004, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2005, Mii persoane, 1.4
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2006, Mii persoane, 1.1
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2007, Mii persoane, 1
Silvicultura  exploatarea forestiera, Total, Harghita, Anul 2008, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2001, Mii persoane, 1.3
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2002, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2003, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2004, Mii persoane, 1.1
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2005, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2006, Mii persoane, 1.2
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2007, Mii persoane, 1.1
Silvicultura  exploatarea forestiera, Total, Mures, Anul 2008, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2001, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2002, Mii persoane, .6
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2003, Mii persoane, .8
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2004, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2005, Mii persoane, .7
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2006, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2007, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, Sibiu, Anul 2008, Mii persoane, .9
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2001, Mii persoane, 13.3
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2002, Mii persoane, 12.6
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2003, Mii persoane, 14
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2004, Mii persoane, 13.9
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2005, Mii persoane, 13.9
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2006, Mii persoane, 12.1
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2007, Mii persoane, 11.8
Silvicultura  exploatarea forestiera, Total, MACROREGIUNEA DOI, Anul 2008, Mii persoane, 10.1
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2001, Mii persoane, 9.9
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2002, Mii persoane, 9.1
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2003, Mii persoane, 8.9
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2004, Mii persoane, 9.8
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2005, Mii persoane, 9.3
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2006, Mii persoane, 8
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2007, Mii persoane, 8.2
Silvicultura  exploatarea forestiera, Total, Regiunea NORD-EST, Anul 2008, Mii persoane, 7.4
