
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
A Agricultura  vanatoare si silvicultura, Feminin, Harghita, Anul 1998, Mii persoane, 30
A Agricultura  vanatoare si silvicultura, Feminin, Harghita, Anul 1999, Mii persoane, 31.9
A Agricultura  vanatoare si silvicultura, Feminin, Harghita, Anul 2000, Mii persoane, 32.9
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1992, Mii persoane, 53.6
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1993, Mii persoane, 59.6
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1994, Mii persoane, 53.1
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1995, Mii persoane, 45.5
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1996, Mii persoane, 49.5
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1997, Mii persoane, 49.4
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1998, Mii persoane, 48.5
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 1999, Mii persoane, 50.7
A Agricultura  vanatoare si silvicultura, Feminin, Mures, Anul 2000, Mii persoane, 53
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1992, Mii persoane, 18.3
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1993, Mii persoane, 19.3
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1994, Mii persoane, 21.5
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1995, Mii persoane, 18.1
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1996, Mii persoane, 19.6
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1997, Mii persoane, 19.2
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1998, Mii persoane, 19
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 1999, Mii persoane, 19.7
A Agricultura  vanatoare si silvicultura, Feminin, Sibiu, Anul 2000, Mii persoane, 20.3
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1992, Mii persoane, 590.4
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1993, Mii persoane, 607.3
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1994, Mii persoane, 637.6
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1995, Mii persoane, 528
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1996, Mii persoane, 572.4
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1997, Mii persoane, 572.6
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1998, Mii persoane, 568.7
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 1999, Mii persoane, 595.2
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA DOI, Anul 2000, Mii persoane, 616.5
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1992, Mii persoane, 358.9
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1993, Mii persoane, 367.2
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1994, Mii persoane, 376.2
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1995, Mii persoane, 314.8
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1996, Mii persoane, 340.1
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1997, Mii persoane, 342.4
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1998, Mii persoane, 340.7
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 1999, Mii persoane, 356.8
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea NORD-EST, Anul 2000, Mii persoane, 371.1
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1992, Mii persoane, 59.7
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1993, Mii persoane, 61.3
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1994, Mii persoane, 48.4
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1995, Mii persoane, 42.5
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1996, Mii persoane, 46.1
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1997, Mii persoane, 46.2
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1998, Mii persoane, 46.3
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 1999, Mii persoane, 48.2
A Agricultura  vanatoare si silvicultura, Feminin, Bacau, Anul 2000, Mii persoane, 50
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1992, Mii persoane, 52.1
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1993, Mii persoane, 56
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1994, Mii persoane, 58.1
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1995, Mii persoane, 46.9
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1996, Mii persoane, 51.5
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1997, Mii persoane, 51.9
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1998, Mii persoane, 51.8
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 1999, Mii persoane, 54.5
A Agricultura  vanatoare si silvicultura, Feminin, Botosani, Anul 2000, Mii persoane, 56.6
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1992, Mii persoane, 67.2
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1993, Mii persoane, 70.9
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1994, Mii persoane, 76.1
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1995, Mii persoane, 60.3
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1996, Mii persoane, 65.1
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1997, Mii persoane, 65.3
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1998, Mii persoane, 64.5
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 1999, Mii persoane, 67.5
A Agricultura  vanatoare si silvicultura, Feminin, Iasi, Anul 2000, Mii persoane, 70.2
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1992, Mii persoane, 57.1
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1993, Mii persoane, 55.8
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1994, Mii persoane, 61
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1995, Mii persoane, 55
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1996, Mii persoane, 56.8
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1997, Mii persoane, 57
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1998, Mii persoane, 56.8
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 1999, Mii persoane, 59.5
A Agricultura  vanatoare si silvicultura, Feminin, Neamt, Anul 2000, Mii persoane, 61.9
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1992, Mii persoane, 72.2
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1993, Mii persoane, 71
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1994, Mii persoane, 79.5
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1995, Mii persoane, 66.9
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1996, Mii persoane, 73.4
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1997, Mii persoane, 74.5
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1998, Mii persoane, 73.9
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 1999, Mii persoane, 77.7
A Agricultura  vanatoare si silvicultura, Feminin, Suceava, Anul 2000, Mii persoane, 81
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1992, Mii persoane, 50.6
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1993, Mii persoane, 52.2
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1994, Mii persoane, 53.1
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1995, Mii persoane, 43.2
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1996, Mii persoane, 47.2
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1997, Mii persoane, 47.5
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1998, Mii persoane, 47.4
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 1999, Mii persoane, 49.4
A Agricultura  vanatoare si silvicultura, Feminin, Vaslui, Anul 2000, Mii persoane, 51.4
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1992, Mii persoane, 231.5
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1993, Mii persoane, 240.1
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1994, Mii persoane, 261.4
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1995, Mii persoane, 213.2
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1996, Mii persoane, 232.3
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1997, Mii persoane, 230.2
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1998, Mii persoane, 228
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 1999, Mii persoane, 238.4
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-EST, Anul 2000, Mii persoane, 245.4
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1992, Mii persoane, 27.4
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1993, Mii persoane, 28.2
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1994, Mii persoane, 29.5
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1995, Mii persoane, 25.4
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1996, Mii persoane, 27.9
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1997, Mii persoane, 27.1
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1998, Mii persoane, 26.8
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 1999, Mii persoane, 27
A Agricultura  vanatoare si silvicultura, Feminin, Braila, Anul 2000, Mii persoane, 27.9
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1992, Mii persoane, 48.6
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1993, Mii persoane, 52.9
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1994, Mii persoane, 56.9
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1995, Mii persoane, 45.8
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1996, Mii persoane, 50
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1997, Mii persoane, 50.7
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1998, Mii persoane, 50.7
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 1999, Mii persoane, 53.5
A Agricultura  vanatoare si silvicultura, Feminin, Buzau, Anul 2000, Mii persoane, 54.8
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1992, Mii persoane, 38.9
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1993, Mii persoane, 39.9
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1994, Mii persoane, 50.8
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1995, Mii persoane, 43.3
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1996, Mii persoane, 46.8
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1997, Mii persoane, 46.1
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1998, Mii persoane, 45.1
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 1999, Mii persoane, 47.1
A Agricultura  vanatoare si silvicultura, Feminin, Constanta, Anul 2000, Mii persoane, 48
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1992, Mii persoane, 47.5
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1993, Mii persoane, 48.6
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1994, Mii persoane, 49.4
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1995, Mii persoane, 40.2
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1996, Mii persoane, 44
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1997, Mii persoane, 42.4
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1998, Mii persoane, 42.2
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 1999, Mii persoane, 44.3
A Agricultura  vanatoare si silvicultura, Feminin, Galati, Anul 2000, Mii persoane, 45.8
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1992, Mii persoane, 21.6
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1993, Mii persoane, 21.9
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1994, Mii persoane, 24.8
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1995, Mii persoane, 18.9
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1996, Mii persoane, 20.3
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1997, Mii persoane, 20.3
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1998, Mii persoane, 19.9
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 1999, Mii persoane, 20.8
A Agricultura  vanatoare si silvicultura, Feminin, Tulcea, Anul 2000, Mii persoane, 21.7
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1992, Mii persoane, 47.5
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1993, Mii persoane, 48.6
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1994, Mii persoane, 50
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1995, Mii persoane, 39.6
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1996, Mii persoane, 43.3
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1997, Mii persoane, 43.6
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1998, Mii persoane, 43.3
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 1999, Mii persoane, 45.7
A Agricultura  vanatoare si silvicultura, Feminin, Vrancea, Anul 2000, Mii persoane, 47.2
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1992, Mii persoane, 366.3
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1993, Mii persoane, 365
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1994, Mii persoane, 361.3
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1995, Mii persoane, 301.3
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1996, Mii persoane, 323.6
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1997, Mii persoane, 327.8
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1998, Mii persoane, 321.6
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 1999, Mii persoane, 335.3
A Agricultura  vanatoare si silvicultura, Feminin, MACROREGIUNEA TREI, Anul 2000, Mii persoane, 347.2
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1992, Mii persoane, 338
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1993, Mii persoane, 335.2
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1994, Mii persoane, 332.1
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1995, Mii persoane, 275.9
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1996, Mii persoane, 296.9
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1997, Mii persoane, 299.1
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1998, Mii persoane, 296.3
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 1999, Mii persoane, 308.3
A Agricultura  vanatoare si silvicultura, Feminin, Regiunea SUD-MUNTENIA, Anul 2000, Mii persoane, 319.6
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1992, Mii persoane, 60.4
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1993, Mii persoane, 62.4
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1994, Mii persoane, 52.5
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1995, Mii persoane, 44.1
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1996, Mii persoane, 48.5
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1997, Mii persoane, 48.4
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1998, Mii persoane, 49
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 1999, Mii persoane, 50.7
A Agricultura  vanatoare si silvicultura, Feminin, Arges, Anul 2000, Mii persoane, 52.6
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1992, Mii persoane, 35.2
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1993, Mii persoane, 36.3
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1994, Mii persoane, 38
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1995, Mii persoane, 30.1
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1996, Mii persoane, 32.7
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1997, Mii persoane, 32.8
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1998, Mii persoane, 32.6
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 1999, Mii persoane, 33.6
A Agricultura  vanatoare si silvicultura, Feminin, Calarasi, Anul 2000, Mii persoane, 35.1
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1992, Mii persoane, 60.6
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1993, Mii persoane, 51.1
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1994, Mii persoane, 53.4
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1995, Mii persoane, 44.5
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1996, Mii persoane, 49.2
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1997, Mii persoane, 49.7
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1998, Mii persoane, 49
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 1999, Mii persoane, 51.7
A Agricultura  vanatoare si silvicultura, Feminin, Dambovita, Anul 2000, Mii persoane, 53.6
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1992, Mii persoane, 35.7
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1993, Mii persoane, 36.7
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1994, Mii persoane, 36.6
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1995, Mii persoane, 29.2
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1996, Mii persoane, 32
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1997, Mii persoane, 32.1
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1998, Mii persoane, 31.9
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 1999, Mii persoane, 33.5
A Agricultura  vanatoare si silvicultura, Feminin, Giurgiu, Anul 2000, Mii persoane, 34.7
